Breakdown_ID,Tournament_ID,Platform,Broadcast_Language,Platform_Peak_Viewers,Platform_Hours_Watched_k,Viewer_Share_Pct
VBD_0012640,TN_002697,YouTube,English,30842,578.92,23.4
VBD_0012641,TN_002697,Twitch,European,19759,370.88,15.0
VBD_0012642,TN_002697,YouTube,Asian,13425,252.0,10.2
VBD_0012643,TN_002698,Twitch,English,78929,836.16,47.6
VBD_0012644,TN_002698,Twitch,Russian,31545,334.18,19.0
VBD_0012645,TN_002698,YouTube,Portuguese,28465,301.55,17.2
VBD_0012646,TN_002698,Twitch,Spanish,15487,164.07,9.3
VBD_0012647,TN_002698,Chzzk / AfreecaTV,Korean,7810,82.74,4.7
VBD_0012648,TN_002699,Twitch,English,36590,1289.38,42.6
VBD_0012649,TN_002699,Twitch,Russian,15061,530.73,17.5
VBD_0012650,TN_002699,YouTube,Portuguese,15033,529.74,17.5
VBD_0012651,TN_002699,Twitch,Spanish,8393,295.77,9.8
VBD_0012652,TN_002699,Chzzk / AfreecaTV,Korean,6029,212.46,7.0
VBD_0012653,TN_002700,Twitch,English,1816788,88498.71,49.4
VBD_0012654,TN_002700,YouTube,English,1025995,49977.92,27.9
VBD_0012655,TN_002700,Twitch,European,531435,25887.07,14.4
VBD_0012656,TN_002700,YouTube,Asian,273351,13315.39,7.4
VBD_0012657,TN_002701,Twitch,English,236787,18231.02,37.6
VBD_0012658,TN_002701,YouTube,Vietnamese,165193,12718.79,26.2
VBD_0012659,TN_002701,YouTube,Korean,121868,9383.01,19.4
VBD_0012660,TN_002701,AfreecaTV / SOOP,Korean,62787,4834.18,10.0
VBD_0012661,TN_002701,Twitch,Spanish,48935,3767.66,7.8
VBD_0012662,TN_002702,Twitch,English,1142632,71055.0,46.3
VBD_0012663,TN_002702,Twitch,Russian,465479,28946.01,18.9
VBD_0012664,TN_002702,YouTube,Portuguese,491385,30556.98,19.9
VBD_0012665,TN_002702,Twitch,Spanish,295432,18371.54,12.0
VBD_0012666,TN_002702,Chzzk / AfreecaTV,Korean,240662,14965.67,9.8
VBD_0012667,TN_002703,Twitch,English,88654,3134.04,48.8
VBD_0012668,TN_002703,YouTube,English,49438,1747.72,27.2
VBD_0012669,TN_002703,Twitch,European,26248,927.9,14.5
VBD_0012670,TN_002703,YouTube,Asian,21702,767.21,12.0
VBD_0012671,TN_002704,YouTube,Indonesian,395378,14639.64,34.1
VBD_0012672,TN_002704,TikTok Live,Southeast Asian,304390,11270.62,26.3
VBD_0012673,TN_002704,YouTube,Vietnamese,256834,9509.77,22.2
VBD_0012674,TN_002704,Twitch,English,180345,6677.62,15.6
VBD_0012675,TN_002704,Facebook Gaming,Portuguese,54652,2023.62,4.7
VBD_0012676,TN_002705,Twitch,English,2003759,56744.54,33.2
VBD_0012677,TN_002705,YouTube,Vietnamese,1339585,37935.76,22.2
VBD_0012678,TN_002705,YouTube,Korean,1132492,32071.1,18.8
VBD_0012679,TN_002705,AfreecaTV / SOOP,Korean,682135,19317.42,11.3
VBD_0012680,TN_002705,Twitch,Spanish,378450,10717.36,6.3
VBD_0012681,TN_002706,Twitch,English,222872,7011.09,50.3
VBD_0012682,TN_002706,YouTube,English,106099,3337.66,23.9
VBD_0012683,TN_002706,Twitch,European,60761,1911.42,13.7
VBD_0012684,TN_002706,YouTube,Asian,52313,1645.67,11.8
VBD_0012685,TN_002707,Twitch,English,697892,27415.41,47.5
VBD_0012686,TN_002707,YouTube,English,380729,14956.26,25.9
VBD_0012687,TN_002707,Twitch,European,188492,7404.56,12.8
VBD_0012688,TN_002707,YouTube,Asian,182713,7177.56,12.4
VBD_0012689,TN_002708,Twitch,English,113552,2198.03,52.8
VBD_0012690,TN_002708,YouTube,English,57584,1114.67,26.8
VBD_0012691,TN_002708,Twitch,European,34127,660.61,15.9
VBD_0012692,TN_002708,YouTube,Asian,21523,416.64,10.0
VBD_0012693,TN_002709,Twitch,English,73822,1126.98,35.4
VBD_0012694,TN_002709,YouTube,Vietnamese,48493,740.3,23.2
VBD_0012695,TN_002709,YouTube,Korean,37097,566.34,17.8
VBD_0012696,TN_002709,AfreecaTV / SOOP,Korean,19462,297.12,9.3
VBD_0012697,TN_002709,Twitch,Spanish,14922,227.8,7.1
VBD_0012698,TN_002710,YouTube,Indonesian,31167,528.87,35.6
VBD_0012699,TN_002710,TikTok Live,Southeast Asian,19532,331.44,22.3
VBD_0012700,TN_002710,YouTube,Vietnamese,17878,303.37,20.4
VBD_0012701,TN_002710,Twitch,English,13735,233.06,15.7
VBD_0012702,TN_002710,Facebook Gaming,Portuguese,2977,50.53,3.4
VBD_0012703,TN_002711,Twitch,English,49194,755.78,53.0
VBD_0012704,TN_002711,YouTube,English,24334,373.85,26.2
VBD_0012705,TN_002711,Twitch,European,14783,227.13,15.9
VBD_0012706,TN_002711,YouTube,Asian,7531,115.71,8.1
VBD_0012707,TN_002712,Twitch,English,190649,5098.88,51.3
VBD_0012708,TN_002712,YouTube,English,85481,2286.19,23.0
VBD_0012709,TN_002712,Twitch,European,65914,1762.86,17.7
VBD_0012710,TN_002712,YouTube,Asian,32916,880.34,8.9
VBD_0012711,TN_002713,YouTube,Indonesian,1321448,90849.4,32.4
VBD_0012712,TN_002713,TikTok Live,Southeast Asian,1019132,70065.16,25.0
VBD_0012713,TN_002713,YouTube,Vietnamese,792725,54499.78,19.4
VBD_0012714,TN_002713,Twitch,English,680625,46792.9,16.7
VBD_0012715,TN_002713,Facebook Gaming,Portuguese,188833,12982.29,4.6
VBD_0012716,TN_002714,Twitch,English,5838,73.13,51.9
VBD_0012717,TN_002714,YouTube,English,3091,38.73,27.5
VBD_0012718,TN_002714,Twitch,European,1807,22.65,16.1
VBD_0012719,TN_002714,YouTube,Asian,1374,17.22,12.2
VBD_0012720,TN_002715,Twitch,English,38155,1115.36,48.2
VBD_0012721,TN_002715,YouTube,English,20012,585.0,25.3
VBD_0012722,TN_002715,Twitch,European,12122,354.36,15.3
VBD_0012723,TN_002715,YouTube,Asian,7336,214.45,9.3
VBD_0012724,TN_002716,Twitch,English,28083,706.84,44.5
VBD_0012725,TN_002716,Twitch,Russian,11837,297.94,18.7
VBD_0012726,TN_002716,YouTube,Portuguese,12067,303.74,19.1
VBD_0012727,TN_002716,Twitch,Spanish,4492,113.06,7.1
VBD_0012728,TN_002716,Chzzk / AfreecaTV,Korean,2554,64.29,4.0
VBD_0012729,TN_002717,Twitch,English,98858,2161.51,47.7
VBD_0012730,TN_002717,Twitch,Russian,43506,951.27,21.0
VBD_0012731,TN_002717,YouTube,Portuguese,37175,812.84,17.9
VBD_0012732,TN_002717,Twitch,Spanish,18594,406.57,9.0
VBD_0012733,TN_002717,Chzzk / AfreecaTV,Korean,18900,413.26,9.1
VBD_0012734,TN_002718,Twitch,English,1257026,99003.62,50.5
VBD_0012735,TN_002718,YouTube,English,608992,47964.32,24.5
VBD_0012736,TN_002718,Twitch,European,353389,27833.03,14.2
VBD_0012737,TN_002718,YouTube,Asian,298178,23484.62,12.0
VBD_0012738,TN_002719,YouTube,Indonesian,633750,54238.45,34.1
VBD_0012739,TN_002719,TikTok Live,Southeast Asian,410900,35166.21,22.1
VBD_0012740,TN_002719,YouTube,Vietnamese,328796,28139.44,17.7
VBD_0012741,TN_002719,Twitch,English,233139,19952.8,12.5
VBD_0012742,TN_002719,Facebook Gaming,Portuguese,77786,6657.23,4.2
VBD_0012743,TN_002720,Twitch,English,468369,34376.72,37.5
VBD_0012744,TN_002720,YouTube,Vietnamese,278660,20452.73,22.3
VBD_0012745,TN_002720,YouTube,Korean,224453,16474.15,18.0
VBD_0012746,TN_002720,AfreecaTV / SOOP,Korean,129027,9470.16,10.3
VBD_0012747,TN_002720,Twitch,Spanish,113751,8348.95,9.1
VBD_0012748,TN_002721,YouTube,Indonesian,365832,25010.52,33.2
VBD_0012749,TN_002721,TikTok Live,Southeast Asian,290683,19872.91,26.4
VBD_0012750,TN_002721,YouTube,Vietnamese,213087,14567.98,19.3
VBD_0012751,TN_002721,Twitch,English,170718,11671.33,15.5
VBD_0012752,TN_002721,Facebook Gaming,Portuguese,52795,3609.44,4.8
VBD_0012753,TN_002722,YouTube,Indonesian,2150318,155669.6,34.6
VBD_0012754,TN_002722,TikTok Live,Southeast Asian,1605908,116257.73,25.8
VBD_0012755,TN_002722,YouTube,Vietnamese,1399706,101330.01,22.5
VBD_0012756,TN_002722,Twitch,English,858123,62122.77,13.8
VBD_0012757,TN_002722,Facebook Gaming,Portuguese,132988,9627.55,2.1
VBD_0012758,TN_002723,Twitch,English,104514,2300.93,50.8
VBD_0012759,TN_002723,YouTube,English,48589,1069.71,23.6
VBD_0012760,TN_002723,Twitch,European,26865,591.46,13.1
VBD_0012761,TN_002723,YouTube,Asian,15883,349.68,7.7
VBD_0012762,TN_002724,Twitch,English,99826,1401.72,45.7
VBD_0012763,TN_002724,Twitch,Russian,40531,569.13,18.6
VBD_0012764,TN_002724,YouTube,Portuguese,43261,607.46,19.8
VBD_0012765,TN_002724,Twitch,Spanish,27763,389.84,12.7
VBD_0012766,TN_002724,Chzzk / AfreecaTV,Korean,18620,261.47,8.5
VBD_0012767,TN_002725,Twitch,English,1230725,60132.7,45.0
VBD_0012768,TN_002725,Twitch,Russian,468415,22886.58,17.1
VBD_0012769,TN_002725,YouTube,Portuguese,551983,26969.68,20.2
VBD_0012770,TN_002725,Twitch,Spanish,253188,12370.7,9.2
VBD_0012771,TN_002725,Chzzk / AfreecaTV,Korean,270549,13218.94,9.9
VBD_0012772,TN_002726,Twitch,English,682609,65072.05,43.0
VBD_0012773,TN_002726,Twitch,Russian,307818,29343.8,19.4
VBD_0012774,TN_002726,YouTube,Portuguese,330605,31516.13,20.8
VBD_0012775,TN_002726,Twitch,Spanish,181328,17285.71,11.4
VBD_0012776,TN_002726,Chzzk / AfreecaTV,Korean,125368,11951.14,7.9
VBD_0012777,TN_002727,YouTube,Indonesian,30403,445.5,36.7
VBD_0012778,TN_002727,TikTok Live,Southeast Asian,22651,331.91,27.3
VBD_0012779,TN_002727,YouTube,Vietnamese,18271,267.73,22.0
VBD_0012780,TN_002727,Twitch,English,14322,209.86,17.3
VBD_0012781,TN_002727,Facebook Gaming,Portuguese,3408,49.94,4.1
VBD_0012782,TN_002728,YouTube,Indonesian,1306234,57489.8,32.0
VBD_0012783,TN_002728,TikTok Live,Southeast Asian,992796,43694.79,24.3
VBD_0012784,TN_002728,YouTube,Vietnamese,920282,40503.35,22.5
VBD_0012785,TN_002728,Twitch,English,559590,24628.62,13.7
VBD_0012786,TN_002728,Facebook Gaming,Portuguese,171594,7552.18,4.2
VBD_0012787,TN_002729,YouTube,Indonesian,57424,937.16,34.1
VBD_0012788,TN_002729,TikTok Live,Southeast Asian,42311,690.51,25.1
VBD_0012789,TN_002729,YouTube,Vietnamese,30720,501.36,18.3
VBD_0012790,TN_002729,Twitch,English,24155,394.22,14.4
VBD_0012791,TN_002729,Facebook Gaming,Portuguese,8038,131.18,4.8
VBD_0012792,TN_002730,Twitch,English,1330864,108089.81,32.9
VBD_0012793,TN_002730,YouTube,Vietnamese,1026214,83346.81,25.4
VBD_0012794,TN_002730,YouTube,Korean,756273,61422.82,18.7
VBD_0012795,TN_002730,AfreecaTV / SOOP,Korean,504519,40975.9,12.5
VBD_0012796,TN_002730,Twitch,Spanish,250686,20360.23,6.2
VBD_0012797,TN_002731,Twitch,English,16804,166.11,47.7
VBD_0012798,TN_002731,Twitch,Russian,6304,62.31,17.9
VBD_0012799,TN_002731,YouTube,Portuguese,6823,67.45,19.4
VBD_0012800,TN_002731,Twitch,Spanish,3589,35.49,10.2
VBD_0012801,TN_002731,Chzzk / AfreecaTV,Korean,3454,34.14,9.8
VBD_0012802,TN_002732,Twitch,English,43321,914.18,46.4
VBD_0012803,TN_002732,Twitch,Russian,19865,419.21,21.3
VBD_0012804,TN_002732,YouTube,Portuguese,18920,399.27,20.3
VBD_0012805,TN_002732,Twitch,Spanish,9369,197.73,10.0
VBD_0012806,TN_002732,Chzzk / AfreecaTV,Korean,6696,141.32,7.2
VBD_0012807,TN_002733,Twitch,English,195955,2028.48,47.6
VBD_0012808,TN_002733,YouTube,English,100471,1040.06,24.4
VBD_0012809,TN_002733,Twitch,European,66174,685.02,16.1
VBD_0012810,TN_002733,YouTube,Asian,52063,538.95,12.6
VBD_0012811,TN_002734,YouTube,Indonesian,27678,466.75,37.3
VBD_0012812,TN_002734,TikTok Live,Southeast Asian,19529,329.32,26.3
VBD_0012813,TN_002734,YouTube,Vietnamese,14961,252.3,20.2
VBD_0012814,TN_002734,Twitch,English,10164,171.4,13.7
VBD_0012815,TN_002734,Facebook Gaming,Portuguese,2868,48.38,3.9
VBD_0012816,TN_002735,Twitch,English,53431,2068.67,33.2
VBD_0012817,TN_002735,YouTube,Vietnamese,38468,1489.36,23.9
VBD_0012818,TN_002735,YouTube,Korean,33761,1307.12,21.0
VBD_0012819,TN_002735,AfreecaTV / SOOP,Korean,21712,840.64,13.5
VBD_0012820,TN_002735,Twitch,Spanish,12162,470.9,7.6
VBD_0012821,TN_002736,YouTube,Indonesian,44168,920.52,37.7
VBD_0012822,TN_002736,TikTok Live,Southeast Asian,31884,664.51,27.2
VBD_0012823,TN_002736,YouTube,Vietnamese,25302,527.34,21.6
VBD_0012824,TN_002736,Twitch,English,17100,356.4,14.6
VBD_0012825,TN_002736,Facebook Gaming,Portuguese,7879,164.22,6.7
VBD_0012826,TN_002737,Twitch,English,87806,1884.78,47.8
VBD_0012827,TN_002737,Twitch,Russian,38406,824.39,20.9
VBD_0012828,TN_002737,YouTube,Portuguese,27740,595.45,15.1
VBD_0012829,TN_002737,Twitch,Spanish,19882,426.78,10.8
VBD_0012830,TN_002737,Chzzk / AfreecaTV,Korean,12816,275.1,7.0
VBD_0012831,TN_002738,YouTube,Indonesian,84719,1551.06,33.6
VBD_0012832,TN_002738,TikTok Live,Southeast Asian,57639,1055.28,22.8
VBD_0012833,TN_002738,YouTube,Vietnamese,43352,793.72,17.2
VBD_0012834,TN_002738,Twitch,English,43540,797.14,17.2
VBD_0012835,TN_002738,Facebook Gaming,Portuguese,15025,275.09,6.0
VBD_0012836,TN_002739,YouTube,Indonesian,27666,172.1,36.9
VBD_0012837,TN_002739,TikTok Live,Southeast Asian,20330,126.46,27.1
VBD_0012838,TN_002739,YouTube,Vietnamese,12979,80.73,17.3
VBD_0012839,TN_002739,Twitch,English,11915,74.12,15.9
VBD_0012840,TN_002739,Facebook Gaming,Portuguese,2820,17.54,3.8
VBD_0012841,TN_002740,Twitch,English,65466,2429.62,46.7
VBD_0012842,TN_002740,Twitch,Russian,31275,1160.72,22.3
VBD_0012843,TN_002740,YouTube,Portuguese,24739,918.17,17.7
VBD_0012844,TN_002740,Twitch,Spanish,14969,555.55,10.7
VBD_0012845,TN_002740,Chzzk / AfreecaTV,Korean,7511,278.79,5.4
VBD_0012846,TN_002741,YouTube,Indonesian,207656,10030.96,37.5
VBD_0012847,TN_002741,TikTok Live,Southeast Asian,137716,6652.47,24.8
VBD_0012848,TN_002741,YouTube,Vietnamese,112900,5453.73,20.4
VBD_0012849,TN_002741,Twitch,English,94623,4570.86,17.1
VBD_0012850,TN_002741,Facebook Gaming,Portuguese,12655,611.34,2.3
VBD_0012851,TN_002742,Twitch,English,113186,3751.4,48.6
VBD_0012852,TN_002742,YouTube,English,56427,1870.21,24.2
VBD_0012853,TN_002742,Twitch,European,29363,973.21,12.6
VBD_0012854,TN_002742,YouTube,Asian,21177,701.88,9.1
VBD_0012855,TN_002743,YouTube,Indonesian,21453,571.94,35.6
VBD_0012856,TN_002743,TikTok Live,Southeast Asian,15943,425.06,26.4
VBD_0012857,TN_002743,YouTube,Vietnamese,13374,356.57,22.2
VBD_0012858,TN_002743,Twitch,English,7851,209.32,13.0
VBD_0012859,TN_002743,Facebook Gaming,Portuguese,4187,111.63,6.9
VBD_0012860,TN_002744,Twitch,English,60570,1056.9,50.3
VBD_0012861,TN_002744,YouTube,English,29700,518.25,24.7
VBD_0012862,TN_002744,Twitch,European,16479,287.56,13.7
VBD_0012863,TN_002744,YouTube,Asian,8741,152.53,7.3
VBD_0012864,TN_002745,YouTube,Indonesian,41072,1481.38,32.6
VBD_0012865,TN_002745,TikTok Live,Southeast Asian,30014,1082.54,23.8
VBD_0012866,TN_002745,YouTube,Vietnamese,28709,1035.47,22.8
VBD_0012867,TN_002745,Twitch,English,17071,615.72,13.6
VBD_0012868,TN_002745,Facebook Gaming,Portuguese,7652,276.01,6.1
VBD_0012869,TN_002746,YouTube,Indonesian,36185,389.27,37.2
VBD_0012870,TN_002746,TikTok Live,Southeast Asian,26727,287.51,27.4
VBD_0012871,TN_002746,YouTube,Vietnamese,19583,210.67,20.1
VBD_0012872,TN_002746,Twitch,English,14537,156.39,14.9
VBD_0012873,TN_002746,Facebook Gaming,Portuguese,5315,57.18,5.5
VBD_0012874,TN_002747,YouTube,Indonesian,236138,13691.73,34.1
VBD_0012875,TN_002747,TikTok Live,Southeast Asian,185023,10728.01,26.7
VBD_0012876,TN_002747,YouTube,Vietnamese,131171,7605.55,18.9
VBD_0012877,TN_002747,Twitch,English,122220,7086.56,17.6
VBD_0012878,TN_002747,Facebook Gaming,Portuguese,39194,2272.58,5.7
VBD_0012879,TN_002748,YouTube,Indonesian,1694167,90054.14,37.0
VBD_0012880,TN_002748,TikTok Live,Southeast Asian,1044651,55528.87,22.8
VBD_0012881,TN_002748,YouTube,Vietnamese,810321,43072.97,17.7
VBD_0012882,TN_002748,Twitch,English,727262,38657.94,15.9
VBD_0012883,TN_002748,Facebook Gaming,Portuguese,216996,11534.52,4.7
VBD_0012884,TN_002749,Twitch,English,159479,6163.81,51.6
VBD_0012885,TN_002749,YouTube,English,68613,2651.88,22.2
VBD_0012886,TN_002749,Twitch,European,38252,1478.43,12.4
VBD_0012887,TN_002749,YouTube,Asian,31916,1233.55,10.3
VBD_0012888,TN_002750,Twitch,English,1637272,86136.09,33.7
VBD_0012889,TN_002750,YouTube,Vietnamese,1073126,56456.67,22.1
VBD_0012890,TN_002750,YouTube,Korean,1029870,54180.96,21.2
VBD_0012891,TN_002750,AfreecaTV / SOOP,Korean,684261,35998.68,14.1
VBD_0012892,TN_002750,Twitch,Spanish,444054,23361.51,9.1
VBD_0012893,TN_002751,Twitch,English,3338177,91271.78,48.4
VBD_0012894,TN_002751,YouTube,English,1841240,50342.83,26.7
VBD_0012895,TN_002751,Twitch,European,1114335,30467.94,16.1
VBD_0012896,TN_002751,YouTube,Asian,868215,23738.58,12.6
VBD_0012897,TN_002752,Twitch,English,1170832,51153.94,48.9
VBD_0012898,TN_002752,YouTube,English,638548,27898.33,26.6
VBD_0012899,TN_002752,Twitch,European,373307,16309.88,15.6
VBD_0012900,TN_002752,YouTube,Asian,211563,9243.26,8.8
VBD_0012901,TN_002753,Twitch,English,2362688,229486.39,37.4
VBD_0012902,TN_002753,YouTube,Vietnamese,1636895,158990.62,25.9
VBD_0012903,TN_002753,YouTube,Korean,1380280,134065.76,21.9
VBD_0012904,TN_002753,AfreecaTV / SOOP,Korean,638665,62033.15,10.1
VBD_0012905,TN_002753,Twitch,Spanish,677268,65782.68,10.7
VBD_0012906,TN_002754,YouTube,Indonesian,437994,21120.08,35.0
VBD_0012907,TN_002754,TikTok Live,Southeast Asian,285653,13774.21,22.8
VBD_0012908,TN_002754,YouTube,Vietnamese,278709,13439.36,22.3
VBD_0012909,TN_002754,Twitch,English,225197,10859.0,18.0
VBD_0012910,TN_002754,Facebook Gaming,Portuguese,61831,2981.5,4.9
VBD_0012911,TN_002755,YouTube,Indonesian,931053,83925.98,37.1
VBD_0012912,TN_002755,TikTok Live,Southeast Asian,594786,53614.58,23.7
VBD_0012913,TN_002755,YouTube,Vietnamese,492549,44398.84,19.6
VBD_0012914,TN_002755,Twitch,English,338041,30471.4,13.5
VBD_0012915,TN_002755,Facebook Gaming,Portuguese,117294,10573.05,4.7
VBD_0012916,TN_002756,Twitch,English,181547,1351.05,47.5
VBD_0012917,TN_002756,Twitch,Russian,81819,608.89,21.4
VBD_0012918,TN_002756,YouTube,Portuguese,74826,556.85,19.6
VBD_0012919,TN_002756,Twitch,Spanish,36857,274.29,9.6
VBD_0012920,TN_002756,Chzzk / AfreecaTV,Korean,23163,172.38,6.1
VBD_0012921,TN_002757,YouTube,Indonesian,15735,139.64,34.5
VBD_0012922,TN_002757,TikTok Live,Southeast Asian,11900,105.61,26.1
VBD_0012923,TN_002757,YouTube,Vietnamese,8027,71.24,17.6
VBD_0012924,TN_002757,Twitch,English,6282,55.75,13.8
VBD_0012925,TN_002757,Facebook Gaming,Portuguese,1997,17.73,4.4
VBD_0012926,TN_002758,YouTube,Indonesian,1390809,61094.27,35.9
VBD_0012927,TN_002758,TikTok Live,Southeast Asian,1015872,44624.39,26.2
VBD_0012928,TN_002758,YouTube,Vietnamese,680194,29878.98,17.6
VBD_0012929,TN_002758,Twitch,English,558708,24542.48,14.4
VBD_0012930,TN_002758,Facebook Gaming,Portuguese,197771,8687.52,5.1
VBD_0012931,TN_002759,YouTube,Indonesian,217308,8607.24,35.5
VBD_0012932,TN_002759,TikTok Live,Southeast Asian,148207,5870.25,24.2
VBD_0012933,TN_002759,YouTube,Vietnamese,136244,5396.41,22.3
VBD_0012934,TN_002759,Twitch,English,84806,3359.04,13.9
VBD_0012935,TN_002759,Facebook Gaming,Portuguese,45468,1800.95,7.4
VBD_0012936,TN_002760,Twitch,English,101005,997.27,32.7
VBD_0012937,TN_002760,YouTube,Vietnamese,77617,766.35,25.1
VBD_0012938,TN_002760,YouTube,Korean,58074,573.4,18.8
VBD_0012939,TN_002760,AfreecaTV / SOOP,Korean,37942,374.62,12.3
VBD_0012940,TN_002760,Twitch,Spanish,21269,210.0,6.9
VBD_0012941,TN_002761,Twitch,English,96667,3678.47,50.8
VBD_0012942,TN_002761,YouTube,English,44954,1710.63,23.6
VBD_0012943,TN_002761,Twitch,European,31261,1189.6,16.4
VBD_0012944,TN_002761,YouTube,Asian,15290,581.84,8.0
VBD_0012945,TN_002762,Twitch,English,205568,3168.09,47.5
VBD_0012946,TN_002762,YouTube,English,98337,1515.52,22.7
VBD_0012947,TN_002762,Twitch,European,54028,832.66,12.5
VBD_0012948,TN_002762,YouTube,Asian,34573,532.82,8.0
VBD_0012949,TN_002763,YouTube,Indonesian,81750,1971.35,37.5
VBD_0012950,TN_002763,TikTok Live,Southeast Asian,60114,1449.62,27.6
VBD_0012951,TN_002763,YouTube,Vietnamese,43855,1057.55,20.1
VBD_0012952,TN_002763,Twitch,English,35191,848.63,16.2
VBD_0012953,TN_002763,Facebook Gaming,Portuguese,14610,352.31,6.7
VBD_0012954,TN_002764,Twitch,English,908,7.02,45.4
VBD_0012955,TN_002764,Twitch,Russian,432,3.35,21.6
VBD_0012956,TN_002764,YouTube,Portuguese,332,2.57,16.6
VBD_0012957,TN_002764,Twitch,Spanish,146,1.13,7.3
VBD_0012958,TN_002764,Chzzk / AfreecaTV,Korean,90,0.7,4.5
VBD_0012959,TN_002765,Twitch,English,62557,2001.26,47.8
VBD_0012960,TN_002765,YouTube,English,35144,1124.29,26.8
VBD_0012961,TN_002765,Twitch,European,20795,665.27,15.9
VBD_0012962,TN_002765,YouTube,Asian,15547,497.37,11.9
VBD_0012963,TN_002766,Twitch,English,2098097,109447.98,44.8
VBD_0012964,TN_002766,Twitch,Russian,992825,51791.1,21.2
VBD_0012965,TN_002766,YouTube,Portuguese,728615,38008.51,15.6
VBD_0012966,TN_002766,Twitch,Spanish,415826,21691.71,8.9
VBD_0012967,TN_002766,Chzzk / AfreecaTV,Korean,320791,16734.21,6.9
VBD_0012968,TN_002767,YouTube,Indonesian,284290,13132.39,34.6
VBD_0012969,TN_002767,TikTok Live,Southeast Asian,229654,10608.54,28.0
VBD_0012970,TN_002767,YouTube,Vietnamese,182471,8429.0,22.2
VBD_0012971,TN_002767,Twitch,English,112054,5176.2,13.6
VBD_0012972,TN_002767,Facebook Gaming,Portuguese,22803,1053.39,2.8
VBD_0012973,TN_002768,Twitch,English,368849,13198.91,46.7
VBD_0012974,TN_002768,Twitch,Russian,137029,4903.46,17.3
VBD_0012975,TN_002768,YouTube,Portuguese,153583,5495.81,19.4
VBD_0012976,TN_002768,Twitch,Spanish,63515,2272.83,8.0
VBD_0012977,TN_002768,Chzzk / AfreecaTV,Korean,46885,1677.76,5.9
VBD_0012978,TN_002769,YouTube,Indonesian,27226,329.34,36.2
VBD_0012979,TN_002769,TikTok Live,Southeast Asian,17260,208.79,22.9
VBD_0012980,TN_002769,YouTube,Vietnamese,16666,201.6,22.1
VBD_0012981,TN_002769,Twitch,English,11193,135.4,14.9
VBD_0012982,TN_002769,Facebook Gaming,Portuguese,1545,18.69,2.1
VBD_0012983,TN_002770,Twitch,English,1162432,47939.24,52.8
VBD_0012984,TN_002770,YouTube,English,583221,24052.34,26.5
VBD_0012985,TN_002770,Twitch,European,269840,11128.33,12.3
VBD_0012986,TN_002770,YouTube,Asian,177909,7337.05,8.1
VBD_0012987,TN_002771,YouTube,Indonesian,669139,45492.96,35.1
VBD_0012988,TN_002771,TikTok Live,Southeast Asian,509298,34625.81,26.7
VBD_0012989,TN_002771,YouTube,Vietnamese,375351,25519.11,19.7
VBD_0012990,TN_002771,Twitch,English,312484,21244.91,16.4
VBD_0012991,TN_002771,Facebook Gaming,Portuguese,84982,5777.7,4.5
VBD_0012992,TN_002772,YouTube,Indonesian,108521,3204.47,33.7
VBD_0012993,TN_002772,TikTok Live,Southeast Asian,77156,2278.32,24.0
VBD_0012994,TN_002772,YouTube,Vietnamese,58142,1716.86,18.1
VBD_0012995,TN_002772,Twitch,English,44586,1316.57,13.9
VBD_0012996,TN_002772,Facebook Gaming,Portuguese,15350,453.27,4.8
VBD_0012997,TN_002773,Twitch,English,1330684,93286.85,52.7
VBD_0012998,TN_002773,YouTube,English,614196,43057.86,24.3
VBD_0012999,TN_002773,Twitch,European,436143,30575.57,17.3
VBD_0013000,TN_002773,YouTube,Asian,272172,19080.47,10.8
VBD_0013001,TN_002774,Twitch,English,96323,2788.11,36.9
VBD_0013002,TN_002774,YouTube,Vietnamese,67711,1959.93,26.0
VBD_0013003,TN_002774,YouTube,Korean,50558,1463.43,19.4
VBD_0013004,TN_002774,AfreecaTV / SOOP,Korean,30292,876.83,11.6
VBD_0013005,TN_002774,Twitch,Spanish,22827,660.75,8.8
VBD_0013006,TN_002775,YouTube,Indonesian,599860,34989.87,37.5
VBD_0013007,TN_002775,TikTok Live,Southeast Asian,351770,20518.79,22.0
VBD_0013008,TN_002775,YouTube,Vietnamese,346042,20184.67,21.7
VBD_0013009,TN_002775,Twitch,English,208507,12162.23,13.0
VBD_0013010,TN_002775,Facebook Gaming,Portuguese,75994,4432.74,4.8
VBD_0013011,TN_002776,Twitch,English,35314,819.88,47.8
VBD_0013012,TN_002776,YouTube,English,19599,455.04,26.5
VBD_0013013,TN_002776,Twitch,European,9911,230.12,13.4
VBD_0013014,TN_002776,YouTube,Asian,5687,132.05,7.7
VBD_0013015,TN_002777,Twitch,English,58119,890.03,52.6
VBD_0013016,TN_002777,YouTube,English,28608,438.1,25.9
VBD_0013017,TN_002777,Twitch,European,19734,302.22,17.9
VBD_0013018,TN_002777,YouTube,Asian,11109,170.12,10.1
VBD_0013019,TN_002778,YouTube,Indonesian,296821,12631.88,34.5
VBD_0013020,TN_002778,TikTok Live,Southeast Asian,225265,9586.68,26.2
VBD_0013021,TN_002778,YouTube,Vietnamese,157176,6689.01,18.2
VBD_0013022,TN_002778,Twitch,English,153692,6540.71,17.8
VBD_0013023,TN_002778,Facebook Gaming,Portuguese,56238,2393.37,6.5
VBD_0013024,TN_002779,YouTube,Indonesian,44386,1382.56,33.7
