Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio
TN_003245,Teamfight Tactics Tier Championship 2017,G_19,2017,9,2017-09-18,2017-10-08,20,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Indonesia,Jakarta,IDN,625211.46,0,1003419,347830,41739.6,120,TM_00035,0.6231
TN_003246,Arena of Valor Tier Championship 2014,G_06,2014,8,2014-08-08,2014-08-18,10,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,45649.21,0,193872,82215,4110.75,50,TM_00012,0.2355
TN_003247,Street Fighter 6 Tier Championship 2022,G_17,2022,5,2022-05-12,2022-05-15,3,Tier 4 (Regional / Qualifier),Online,PGL,Online,Online,GLB,16021.26,0,124818,42258,633.87,15,TM_00088,0.1284
TN_003248,Dota 2 Tier Championship 2013,G_02,2013,2,2013-02-18,2013-03-04,14,Tier 3 (B-Tier / Minor),Offline (LAN),Valve,China,Shanghai,CHN,54017.87,1,93541,32072,2694.05,84,TM_00004,0.5775
TN_003249,League of Legends Tier Championship 2023,G_01,2023,7,2023-07-22,2023-07-31,9,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,29503.87,0,204595,71758,3229.11,45,TM_00146,0.1442
TN_003250,Street Fighter 6 Tier Championship 2016,G_17,2016,5,2016-05-26,2016-06-28,33,Tier 2 (A-Tier / Major),Offline (LAN),PGL,United States,Seattle,USA,137720.41,0,1137841,328902,86830.13,264,TM_00088,0.121
TN_003251,Mobile Legends: Bang Bang Tier Championship 2025,G_07,2025,1,2025-01-13,2025-01-27,14,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,United States,Los Angeles,USA,292194.79,0,2025915,785168,76946.46,98,TM_00104,0.1442
TN_003252,Arena of Valor Tier Championship 2022,G_06,2022,8,2022-08-26,2022-09-06,11,Tier 3 (B-Tier / Minor),Offline (LAN),Tencent / Garena,United States,Los Angeles,USA,87304.05,0,282828,96837,5326.03,55,TM_00033,0.3087
TN_003253,Teamfight Tactics Tier Championship 2024,G_19,2024,2,2024-02-27,2024-03-10,12,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,15335.86,0,151799,64398,4636.66,72,TM_00063,0.101
TN_003254,Arena of Valor Tier Championship 2024,G_06,2024,12,2024-12-11,2025-01-15,35,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Indonesia,Jakarta,IDN,109381.88,0,1702800,700431,147090.51,210,TM_00081,0.0642
TN_003255,VALORANT Tier Championship 2012,G_04,2012,5,2012-05-24,2012-06-20,27,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,United Kingdom,London,GBR,481714.31,0,312094,131372,21282.26,162,TM_00134,1.5435
TN_003256,Rocket League Tier Championship 2016,G_10,2016,5,2016-05-03,2016-05-09,6,Tier 3 (B-Tier / Minor),Offline (LAN),Psyonix,China,Shanghai,CHN,469560.89,0,252005,73535,3088.47,42,TM_00028,1.8633
TN_003257,Rocket League Tier Championship 2014,G_10,2014,2,2014-02-09,2014-03-01,20,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,United States,Los Angeles,USA,3082884.87,0,1375442,534564,53456.4,100,TM_00166,2.2414
TN_003258,PUBG Mobile Tier Championship 2019,G_05,2019,9,2019-09-04,2019-09-08,4,Tier 4 (Regional / Qualifier),Online,Krafton / Tencent,Online,Online,GLB,8997.27,0,26332,7748,154.96,20,TM_00048,0.3417
TN_003259,CrossFire Tier Championship 2019,G_20,2019,5,2019-05-01,2019-05-17,16,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,Singapore,Singapore,SGP,125186.3,0,858440,328238,31510.85,96,TM_00150,0.1458
TN_003260,Dota 2 Tier Championship 2018,G_02,2018,3,2018-03-11,2018-03-21,10,Tier 4 (Regional / Qualifier),Offline (LAN),Valve,United States,Seattle,USA,12760.11,1,19911,6571,328.55,50,TM_00004,0.6409
TN_003261,CrossFire Tier Championship 2022,G_20,2022,5,2022-05-10,2022-05-25,15,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,Saudi Arabia,Riyadh,SAU,125774.65,0,1500723,605669,63595.25,105,TM_00068,0.0838
TN_003262,Call of Duty: Warzone Tier Championship 2018,G_15,2018,7,2018-07-01,2018-07-04,3,Tier 3 (B-Tier / Minor),Offline (LAN),Activision,Vietnam,Hanoi,VNM,374204.92,0,327040,140428,3370.27,24,TM_00131,1.1442
TN_003263,Apex Legends Tier Championship 2022,G_12,2022,8,2022-08-04,2022-09-08,35,Tier 2 (A-Tier / Major),Offline (LAN),EA / Respawn,Vietnam,Ho Chi Minh City,VNM,263760.95,0,828046,235189,65852.92,280,TM_00107,0.3185
TN_003264,Street Fighter 6 Tier Championship 2020,G_17,2020,9,2020-09-07,2020-09-21,14,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,United States,Los Angeles,USA,185461.54,0,985352,426024,35786.02,84,TM_00151,0.1882
TN_003265,Dota 2 Tier Championship 2025,G_02,2025,2,2025-02-09,2025-02-17,8,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,11328.17,1,167390,61837,3957.57,64,TM_00003,0.0677
TN_003266,Street Fighter 6 Tier Championship 2015,G_17,2015,5,2015-05-11,2015-05-29,18,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,United Kingdom,London,GBR,188065.55,0,811399,243602,26309.02,108,TM_00154,0.2318
TN_003267,Street Fighter 6 Tier Championship 2016,G_17,2016,8,2016-08-11,2016-09-13,33,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,United Kingdom,London,GBR,321621.31,0,833256,318811,73645.34,231,TM_00151,0.386
TN_003268,PUBG Mobile Tier Championship 2018,G_05,2018,1,2018-01-15,2018-01-29,14,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,74887.5,0,220047,79432,5560.24,70,TM_00139,0.3403
TN_003269,Dota 2 Tier Championship 2023,G_02,2023,4,2023-04-07,2023-04-29,22,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Saudi Arabia,Riyadh,SAU,11904089.82,1,6081520,2547197,392268.34,154,TM_00062,1.9574
TN_003270,CrossFire Tier Championship 2024,G_20,2024,10,2024-10-21,2024-11-04,14,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Saudi Arabia,Riyadh,SAU,1190549.78,0,6061767,2210729,185701.24,84,TM_00109,0.1964
TN_003271,Apex Legends Tier Championship 2020,G_12,2020,4,2020-04-20,2020-05-11,21,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,United States,Seattle,USA,1460838.83,0,4873696,1500756,252127.01,168,TM_00107,0.2997
TN_003272,Arena of Valor Tier Championship 2022,G_06,2022,12,2022-12-20,2023-01-05,16,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Vietnam,Ho Chi Minh City,VNM,136309.73,0,1422066,590412,56679.55,96,TM_00103,0.0959
TN_003273,Dota 2 Tier Championship 2017,G_02,2017,11,2017-11-13,2017-11-17,4,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Vietnam,Ho Chi Minh City,VNM,40693.25,1,134906,58877,1884.06,32,TM_00003,0.3016
TN_003274,Teamfight Tactics Tier Championship 2014,G_19,2014,1,2014-01-08,2014-02-04,27,Tier 1 (S-Tier / Premier),Offline (LAN),Riot Games,Germany,Berlin,DEU,2205156.12,0,3485516,1092212,235917.79,216,TM_00121,0.6327
TN_003275,PUBG: Battlegrounds Tier Championship 2017,G_18,2017,6,2017-06-08,2017-06-12,4,Tier 3 (B-Tier / Minor),Online,Krafton,Online,Online,GLB,40618.63,0,205442,87237,1744.74,20,TM_00095,0.1977
TN_003276,Tekken 8 Tier Championship 2013,G_16,2013,6,2013-06-16,2013-06-25,9,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,274716.54,0,282182,116325,5234.62,45,TM_00125,0.9735
TN_003277,Tekken 8 Tier Championship 2019,G_16,2019,11,2019-11-27,2019-11-30,3,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,332861.33,0,384173,165849,2487.74,15,TM_00160,0.8664
TN_003278,Arena of Valor Tier Championship 2013,G_06,2013,1,2013-01-18,2013-02-21,34,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,Indonesia,Jakarta,IDN,2079576.24,0,3191336,1432854,341019.25,238,TM_00176,0.6516
TN_003279,CrossFire Tier Championship 2020,G_20,2020,7,2020-07-26,2020-07-30,4,Tier 3 (B-Tier / Minor),Online,Smilegate,Online,Online,GLB,187063.45,0,348545,130246,3125.9,24,TM_00142,0.5367
TN_003280,CrossFire Tier Championship 2024,G_20,2024,6,2024-06-08,2024-06-11,3,Tier 4 (Regional / Qualifier),Offline (LAN),Smilegate,Indonesia,Jakarta,IDN,16080.32,0,49402,18262,438.29,24,TM_00165,0.3255
TN_003281,Rainbow Six Siege Tier Championship 2022,G_09,2022,5,2022-05-01,2022-05-08,7,Tier 3 (B-Tier / Minor),Offline (LAN),Ubisoft,China,Shanghai,CHN,86951.9,0,510696,199914,11195.18,56,TM_00133,0.1703
TN_003282,Overwatch 2 Tier Championship 2025,G_11,2025,5,2025-05-17,2025-05-27,10,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,Indonesia,Jakarta,IDN,89091.99,0,306931,90255,6317.85,70,TM_00113,0.2903
TN_003283,Tekken 8 Tier Championship 2016,G_16,2016,9,2016-09-13,2016-09-26,13,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,29040.63,0,51724,21928,1995.45,91,TM_00125,0.5615
TN_003284,Rocket League Tier Championship 2022,G_10,2022,9,2022-09-09,2022-10-07,28,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,United States,Los Angeles,USA,8899162.99,0,4012629,1629498,273755.66,168,TM_00124,2.2178
TN_003285,Fortnite Tier Championship 2020,G_08,2020,7,2020-07-26,2020-08-09,14,Tier 1 (S-Tier / Premier),Offline (LAN),Epic Games,United States,Seattle,USA,1567168.36,0,4797550,1464306,102501.42,70,TM_00037,0.3267
TN_003286,Rainbow Six Siege Tier Championship 2019,G_09,2019,8,2019-08-26,2019-09-09,14,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,Saudi Arabia,Riyadh,SAU,4459050.18,0,3944679,1480857,165855.98,112,TM_00084,1.1304
TN_003287,Call of Duty: Warzone Tier Championship 2025,G_15,2025,8,2025-08-25,2025-09-28,34,Tier 2 (A-Tier / Major),Offline (LAN),Garena,France,Paris,FRA,912937.82,0,2281960,1006227,239482.03,238,TM_00090,0.4001
TN_003288,Mobile Legends: Bang Bang Tier Championship 2017,G_07,2017,10,2017-10-10,2017-10-16,6,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Poland,Katowice,POL,33683.41,0,350292,155710,4671.3,30,TM_00087,0.0962
TN_003289,Rainbow Six Siege Tier Championship 2018,G_09,2018,8,2018-08-17,2018-08-21,4,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,75340.54,0,198553,87698,1753.96,20,TM_00060,0.3794
TN_003290,Fortnite Tier Championship 2020,G_08,2020,2,2020-02-15,2020-03-18,32,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,United States,Seattle,USA,201014.06,0,1226738,418331,107092.74,256,TM_00046,0.1639
TN_003291,Overwatch 2 Tier Championship 2019,G_11,2019,1,2019-01-02,2019-02-04,33,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Hanoi,VNM,529440.97,0,1613444,628090,103634.85,165,TM_00172,0.3281
TN_003292,Rocket League Tier Championship 2021,G_10,2021,3,2021-03-03,2021-03-10,7,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,Vietnam,Hanoi,VNM,5692.89,0,45045,20107,703.75,35,TM_00166,0.1264
TN_003293,Rainbow Six Siege Tier Championship 2023,G_09,2023,6,2023-06-11,2023-06-23,12,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,24280.46,0,122200,48920,4696.32,96,TM_00057,0.1987
TN_003294,Rainbow Six Siege Tier Championship 2024,G_09,2024,8,2024-08-09,2024-08-30,21,Tier 1 (S-Tier / Premier),Offline (LAN),Ubisoft,France,Paris,FRA,2044451.75,0,7574246,2805043,353435.42,126,TM_00049,0.2699
TN_003295,StarCraft II Tier Championship 2022,G_13,2022,11,2022-11-22,2022-12-27,35,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Ho Chi Minh City,VNM,409421.33,0,1074800,431098,120707.44,280,TM_00132,0.3809
TN_003296,Tekken 8 Tier Championship 2018,G_16,2018,12,2018-12-11,2018-12-16,5,Tier 3 (B-Tier / Minor),Offline (LAN),Bandai Namco,Thailand,Bangkok,THA,32440.22,0,393258,138622,4158.66,30,TM_00125,0.0825
TN_003297,Rainbow Six Siege Tier Championship 2021,G_09,2021,10,2021-10-04,2021-10-17,13,Tier 4 (Regional / Qualifier),Offline (LAN),ESL FACEIT Group,United Kingdom,London,GBR,18288.8,0,97785,35068,2735.3,78,TM_00084,0.187
TN_003298,Overwatch 2 Tier Championship 2024,G_11,2024,12,2024-12-08,2024-12-16,8,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,61836.6,0,321717,139602,6700.9,48,TM_00135,0.1922
TN_003299,Rainbow Six Siege Tier Championship 2024,G_09,2024,1,2024-01-25,2024-02-01,7,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,China,Shanghai,CHN,72926.76,0,34232,11254,472.67,42,TM_00111,2.1304
TN_003300,Rocket League Tier Championship 2024,G_10,2024,7,2024-07-21,2024-07-30,9,Tier 3 (B-Tier / Minor),Online,Psyonix,Online,Online,GLB,64795.82,0,380072,148010,9324.63,63,TM_00100,0.1705
TN_003301,Arena of Valor Tier Championship 2018,G_06,2018,4,2018-04-24,2018-05-11,17,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Indonesia,Jakarta,IDN,1549143.99,0,1357238,596369,81106.18,136,TM_00136,1.1414
TN_003302,StarCraft II Tier Championship 2017,G_13,2017,11,2017-11-27,2017-12-03,6,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,Saudi Arabia,Riyadh,SAU,52080.77,0,292980,101684,3050.52,30,TM_00025,0.1778
TN_003303,Overwatch 2 Tier Championship 2021,G_11,2021,8,2021-08-07,2021-08-16,9,Tier 3 (B-Tier / Minor),Offline (LAN),PGL,Vietnam,Ho Chi Minh City,VNM,59064.31,0,244856,95800,6035.4,63,TM_00096,0.2412
TN_003304,Dota 2 Tier Championship 2017,G_02,2017,9,2017-09-16,2017-10-06,20,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Germany,Cologne,DEU,415763.12,1,811309,330441,46261.74,140,TM_00029,0.5125
TN_003305,Counter-Strike 2 Tier Championship 2020,G_03,2020,9,2020-09-13,2020-10-18,35,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Singapore,Singapore,SGP,233126.49,0,915804,395074,82965.54,210,TM_00006,0.2546
TN_003306,Free Fire Tier Championship 2013,G_14,2013,10,2013-10-05,2013-11-09,35,Tier 2 (A-Tier / Major),Offline (LAN),Garena,United Kingdom,London,GBR,158828.36,0,517128,174359,48820.52,280,TM_00040,0.3071
TN_003307,Rainbow Six Siege Tier Championship 2021,G_09,2021,9,2021-09-15,2021-09-28,13,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,88895.66,0,219274,88567,5756.85,65,TM_00123,0.4054
TN_003308,Teamfight Tactics Tier Championship 2024,G_19,2024,5,2024-05-23,2024-06-13,21,Tier 1 (S-Tier / Premier),Offline (LAN),Riot Games,United States,Los Angeles,USA,2169379.45,0,4404546,1537003,225939.44,147,TM_00159,0.4925
TN_003309,StarCraft II Tier Championship 2024,G_13,2024,10,2024-10-07,2024-10-11,4,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,19122.97,0,114394,35951,1150.43,32,TM_00025,0.1672
TN_003310,CrossFire Tier Championship 2019,G_20,2019,10,2019-10-13,2019-10-28,15,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,Saudi Arabia,Riyadh,SAU,362705.77,0,945192,339232,40707.84,120,TM_00156,0.3837
TN_003311,VALORANT Tier Championship 2023,G_04,2023,1,2023-01-12,2023-01-23,11,Tier 4 (Regional / Qualifier),Offline (LAN),ESL FACEIT Group,Thailand,Bangkok,THA,6451.66,0,142256,60432,5318.02,88,TM_00030,0.0454
TN_003312,Rainbow Six Siege Tier Championship 2021,G_09,2021,4,2021-04-27,2021-05-05,8,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,6622.92,0,99061,31116,1493.57,48,TM_00049,0.0669
TN_003313,StarCraft II Tier Championship 2016,G_13,2016,2,2016-02-23,2016-03-20,26,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United States,Seattle,USA,146449.81,0,737556,256195,39966.42,156,TM_00025,0.1986
TN_003314,Rainbow Six Siege Tier Championship 2019,G_09,2019,6,2019-06-01,2019-06-10,9,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,111007.24,0,184707,79601,4298.45,54,TM_00123,0.601
TN_003315,League of Legends Tier Championship 2022,G_01,2022,6,2022-06-25,2022-07-02,7,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,101891.21,0,261150,111864,6264.38,56,TM_00146,0.3902
TN_003316,Fortnite Tier Championship 2022,G_08,2022,5,2022-05-13,2022-06-14,32,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Poland,Katowice,POL,206460.39,0,1946341,768941,196848.9,256,TM_00114,0.1061
TN_003317,PUBG Mobile Tier Championship 2018,G_05,2018,1,2018-01-04,2018-02-08,35,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,Vietnam,Ho Chi Minh City,VNM,1058763.95,0,2642846,783067,191851.42,245,TM_00139,0.4006
TN_003318,Arena of Valor Tier Championship 2018,G_06,2018,6,2018-06-16,2018-07-07,21,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,South Korea,Seoul,KOR,343400.11,0,1501016,484095,60995.97,126,TM_00130,0.2288
TN_003319,PUBG: Battlegrounds Tier Championship 2017,G_18,2017,5,2017-05-22,2017-06-20,29,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Germany,Cologne,DEU,114061.31,0,1090665,399195,92613.24,232,TM_00071,0.1046
TN_003320,CrossFire Tier Championship 2020,G_20,2020,7,2020-07-24,2020-08-01,8,Tier 3 (B-Tier / Minor),Offline (LAN),Smilegate,Germany,Cologne,DEU,553019.74,0,361282,111458,6241.65,56,TM_00156,1.5307
TN_003321,Call of Duty: Warzone Tier Championship 2020,G_15,2020,3,2020-03-20,2020-04-02,13,Tier 3 (B-Tier / Minor),Online,Activision,Online,Online,GLB,61036.83,0,298403,128633,8361.15,65,TM_00058,0.2045
TN_003322,Overwatch 2 Tier Championship 2017,G_11,2017,6,2017-06-01,2017-06-13,12,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,23298.48,0,58307,18333,1319.98,72,TM_00172,0.3996
TN_003323,StarCraft II Tier Championship 2015,G_13,2015,7,2015-07-02,2015-07-05,3,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,38939.33,0,137964,50318,754.77,15,TM_00132,0.2822
TN_003324,League of Legends Tier Championship 2021,G_01,2021,2,2021-02-22,2021-02-26,4,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,China,Shanghai,CHN,275895.21,0,324866,138775,3885.7,28,TM_00008,0.8493
TN_003325,StarCraft II Tier Championship 2014,G_13,2014,7,2014-07-03,2014-07-19,16,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Philippines,Manila,PHL,3301006.11,0,3366280,1203608,154061.82,128,TM_00173,0.9806
TN_003326,Overwatch 2 Tier Championship 2020,G_11,2020,4,2020-04-18,2020-04-25,7,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,32224.21,0,137008,46319,2269.63,49,TM_00096,0.2352
TN_003327,Rainbow Six Siege Tier Championship 2023,G_09,2023,12,2023-12-20,2024-01-07,18,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,United States,Los Angeles,USA,354378.6,0,1093421,426045,38344.05,90,TM_00123,0.3241
TN_003328,Overwatch 2 Tier Championship 2024,G_11,2024,4,2024-04-01,2024-04-14,13,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,China,Shanghai,CHN,35787.37,0,422316,180226,14057.63,78,TM_00076,0.0847
TN_003329,StarCraft II Tier Championship 2014,G_13,2014,11,2014-11-25,2014-12-25,30,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Poland,Katowice,POL,118212.8,0,706869,306116,73467.84,240,TM_00036,0.1672
TN_003330,Counter-Strike 2 Tier Championship 2023,G_03,2023,10,2023-10-20,2023-11-02,13,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,China,Shanghai,CHN,23638.13,0,134741,57800,6011.2,104,TM_00039,0.1754
TN_003331,Counter-Strike 2 Tier Championship 2017,G_03,2017,8,2017-08-05,2017-09-09,35,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Poland,Katowice,POL,139259.58,0,901691,355545,62220.38,175,TM_00108,0.1544
TN_003332,StarCraft II Tier Championship 2018,G_13,2018,1,2018-01-09,2018-02-08,30,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Hanoi,VNM,332436.92,0,894839,333938,50090.7,150,TM_00132,0.3715
TN_003333,Tekken 8 Tier Championship 2022,G_16,2022,8,2022-08-22,2022-09-04,13,Tier 3 (B-Tier / Minor),Offline (LAN),Bandai Namco,Saudi Arabia,Riyadh,SAU,244534.22,0,298864,122827,9580.51,78,TM_00059,0.8182
TN_003334,Apex Legends Tier Championship 2017,G_12,2017,11,2017-11-14,2017-11-22,8,Tier 4 (Regional / Qualifier),Online,EA / Respawn,Online,Online,GLB,57090.39,0,35629,14945,836.92,56,TM_00038,1.6024
TN_003335,PUBG Mobile Tier Championship 2024,G_05,2024,12,2024-12-14,2024-12-18,4,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,23818.3,0,105386,32606,782.54,24,TM_00139,0.226
TN_003336,PUBG Mobile Tier Championship 2021,G_05,2021,3,2021-03-03,2021-03-14,11,Tier 4 (Regional / Qualifier),Online,Krafton / Tencent,Online,Online,GLB,28819.38,0,58433,17369,1146.35,66,TM_00048,0.4932
TN_003337,StarCraft II Tier Championship 2016,G_13,2016,3,2016-03-01,2016-03-07,6,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,Philippines,Manila,PHL,32023.95,0,282666,118149,3544.47,30,TM_00155,0.1133
TN_003338,Apex Legends Tier Championship 2024,G_12,2024,9,2024-09-24,2024-10-01,7,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Indonesia,Jakarta,IDN,119282.81,0,200552,65377,3661.11,56,TM_00038,0.5948
TN_003339,VALORANT Tier Championship 2025,G_04,2025,7,2025-07-03,2025-07-17,14,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,France,Paris,FRA,124563.43,0,1306373,445583,37428.97,84,TM_00056,0.0954
TN_003340,Dota 2 Tier Championship 2024,G_02,2024,4,2024-04-14,2024-05-01,17,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Vietnam,Hanoi,VNM,132914.65,1,1121278,348609,47410.82,136,TM_00062,0.1185
TN_003341,Mobile Legends: Bang Bang Tier Championship 2024,G_07,2024,10,2024-10-08,2024-11-07,30,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Philippines,Manila,PHL,168430.52,0,1468550,445460,93546.6,210,TM_00013,0.1147
TN_003342,Counter-Strike 2 Tier Championship 2015,G_03,2015,11,2015-11-20,2015-11-29,9,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,United States,Los Angeles,USA,112327.7,0,109055,37428,2694.82,72,TM_00047,1.03
TN_003343,Free Fire Tier Championship 2018,G_14,2018,5,2018-05-01,2018-05-06,5,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,France,Paris,FRA,7496.03,0,67068,19053,571.59,30,TM_00101,0.1118
TN_003344,Call of Duty: Warzone Tier Championship 2023,G_15,2023,10,2023-10-22,2023-11-23,32,Tier 2 (A-Tier / Major),Offline (LAN),Activision,United States,Los Angeles,USA,111515.6,0,919332,391388,75146.5,192,TM_00067,0.1213
TN_003345,VALORANT Tier Championship 2015,G_04,2015,11,2015-11-06,2015-11-24,18,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Singapore,Singapore,SGP,197477.42,0,778722,346228,37392.62,108,TM_00017,0.2536
TN_003346,Tekken 8 Tier Championship 2019,G_16,2019,11,2019-11-26,2019-12-06,10,Tier 3 (B-Tier / Minor),Offline (LAN),Bandai Namco,Indonesia,Jakarta,IDN,133660.33,0,156611,59848,2992.4,50,TM_00059,0.8535
TN_003347,Mobile Legends: Bang Bang Tier Championship 2015,G_07,2015,3,2015-03-13,2015-03-25,12,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,39887.46,0,222869,99929,7194.89,72,TM_00168,0.179
TN_003348,Teamfight Tactics Tier Championship 2020,G_19,2020,8,2020-08-19,2020-09-21,33,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Vietnam,Hanoi,VNM,227216.21,0,1353153,598068,138153.71,231,TM_00106,0.1679
TN_003349,Mobile Legends: Bang Bang Tier Championship 2025,G_07,2025,3,2025-03-06,2025-03-11,5,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Singapore,Singapore,SGP,62878.53,0,442335,136961,5478.44,40,TM_00168,0.1422
TN_003350,Call of Duty: Warzone Tier Championship 2015,G_15,2015,5,2015-05-09,2015-06-13,35,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Vietnam,Ho Chi Minh City,VNM,342912.74,0,546189,238728,58488.36,245,TM_00058,0.6278
TN_003351,Street Fighter 6 Tier Championship 2024,G_17,2024,4,2024-04-26,2024-05-27,31,Tier 1 (S-Tier / Premier),Offline (LAN),Capcom,Philippines,Manila,PHL,11727157.69,0,8583704,2724181,675596.89,248,TM_00074,1.3662
TN_003352,League of Legends Tier Championship 2022,G_01,2022,9,2022-09-04,2022-09-08,4,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,41628.66,0,6864,2141,42.82,20,TM_00001,6.0648
TN_003353,PUBG: Battlegrounds Tier Championship 2014,G_18,2014,5,2014-05-26,2014-06-16,21,Tier 2 (A-Tier / Major),Offline (LAN),Krafton,France,Paris,FRA,213455.87,0,813149,294570,30929.85,105,TM_00174,0.2625
TN_003354,PUBG Mobile Tier Championship 2018,G_05,2018,7,2018-07-09,2018-07-21,12,Tier 4 (Regional / Qualifier),Offline (LAN),Krafton / Tencent,South Korea,Seoul,KOR,6510.04,0,48654,18155,1089.3,60,TM_00048,0.1338
TN_003355,CrossFire Tier Championship 2019,G_20,2019,6,2019-06-18,2019-07-17,29,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,United Kingdom,London,GBR,408965.3,0,999291,293191,42512.69,145,TM_00167,0.4093
TN_003356,Street Fighter 6 Tier Championship 2024,G_17,2024,6,2024-06-11,2024-06-25,14,Tier 4 (Regional / Qualifier),Online,BLAST,Online,Online,GLB,21412.34,0,56786,22461,1572.27,70,TM_00074,0.3771
