Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio,Prize_Pool_Cleaned,Prize_Pool_Capped,Audience_Retention_Rate,Daily_Hours_Watched
TN_002288,Counter-Strike 2 Tier Championship 2018,G_03,2018,1,2018-01-07,2018-01-20,13,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,France,Paris,FRA,60407.87,0,179263,52039,4059.04,78,TM_00032,0.337,60407.87,60407.87,29.03,312233.85
TN_002289,PUBG: Battlegrounds Tier Championship 2016,G_18,2016,2,2016-02-10,2016-03-12,31,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Saudi Arabia,Riyadh,SAU,797124.69,0,872890,391147,72753.34,186,TM_00045,0.9132,797124.69,797124.69,44.81,2346881.94
TN_002290,Rocket League Tier Championship 2018,G_10,2018,4,2018-04-15,2018-04-30,15,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Germany,Cologne,DEU,168048.34,0,1067655,382855,40199.78,105,TM_00050,0.1574,168048.34,168048.34,35.86,2679985.33
TN_002291,Rocket League Tier Championship 2016,G_10,2016,6,2016-06-03,2016-06-13,10,Tier 4 (Regional / Qualifier),Offline (LAN),Psyonix,Indonesia,Jakarta,IDN,5666.01,0,70460,21067,1685.36,80,TM_00118,0.0804,5666.01,5666.01,29.9,168536.0
TN_002292,Mobile Legends: Bang Bang Tier Championship 2018,G_07,2018,12,2018-12-15,2019-01-10,26,Tier 2 (A-Tier / Major),Offline (LAN),PGL,South Korea,Seoul,KOR,710173.99,0,717343,292405,60820.24,208,TM_00168,0.99,710173.99,710173.99,40.76,2339240.0
TN_002293,Free Fire Tier Championship 2023,G_14,2023,11,2023-11-08,2023-11-21,13,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,13532.84,0,117682,45393,3540.65,78,TM_00126,0.115,13532.84,13532.84,38.57,272357.69
TN_002294,PUBG: Battlegrounds Tier Championship 2024,G_18,2024,9,2024-09-14,2024-09-28,14,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,Poland,Katowice,POL,4748738.73,0,5899539,1993011,139510.77,70,TM_00163,0.8049,4748738.73,852341.4587500001,33.78,9965055.0
TN_002295,StarCraft II Tier Championship 2022,G_13,2022,3,2022-03-26,2022-03-31,5,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,48287.56,0,197461,85499,2137.47,25,TM_00155,0.2445,48287.56,48287.56,43.3,427494.0
TN_002296,StarCraft II Tier Championship 2019,G_13,2019,12,2019-12-22,2020-01-21,30,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Ho Chi Minh City,VNM,318141.72,0,1327780,499527,104900.67,210,TM_00025,0.2396,318141.72,318141.72,37.62,3496689.0
TN_002297,Counter-Strike 2 Tier Championship 2025,G_03,2025,3,2025-03-13,2025-03-20,7,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,15505.73,0,109941,38241,1606.12,42,TM_00075,0.141,15505.73,15505.73,34.78,229445.71
TN_002298,Mobile Legends: Bang Bang Tier Championship 2017,G_07,2017,4,2017-04-25,2017-05-22,27,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Poland,Katowice,POL,598751.52,0,496653,159933,34545.53,216,TM_00168,1.2056,598751.52,598751.52,32.2,1279464.07
TN_002299,Mobile Legends: Bang Bang Tier Championship 2013,G_07,2013,11,2013-11-19,2013-12-03,14,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,210878.81,0,480879,169620,14248.08,84,TM_00175,0.4385,210878.81,210878.81,35.27,1017720.0
TN_002300,Mobile Legends: Bang Bang Tier Championship 2019,G_07,2019,12,2019-12-18,2019-12-28,10,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,29350.42,0,83342,23661,1183.05,50,TM_00175,0.3522,29350.42,29350.42,28.39,118305.0
TN_002301,Free Fire Tier Championship 2016,G_14,2016,12,2016-12-07,2016-12-10,3,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,Indonesia,Jakarta,IDN,22973.11,0,82307,36031,756.65,21,TM_00148,0.2791,22973.11,22973.11,43.78,252216.67
TN_002302,Street Fighter 6 Tier Championship 2018,G_17,2018,11,2018-11-22,2018-11-29,7,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,46812.25,0,117041,39968,1958.43,49,TM_00149,0.4,46812.25,46812.25,34.15,279775.71
TN_002303,League of Legends Tier Championship 2012,G_01,2012,7,2012-07-20,2012-07-23,3,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Germany,Cologne,DEU,21750.52,0,24815,7834,164.51,21,TM_00008,0.8765,21750.52,21750.52,31.57,54836.67
TN_002304,Counter-Strike 2 Tier Championship 2024,G_03,2024,7,2024-07-09,2024-07-26,17,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,China,Shanghai,CHN,3714528.49,0,7536124,2958480,301764.96,102,TM_00006,0.4929,3714528.49,852341.4587500001,39.26,17750880.0
TN_002305,PUBG Mobile Tier Championship 2024,G_05,2024,3,2024-03-09,2024-03-21,12,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,97184.22,0,290544,99762,5985.72,60,TM_00048,0.3345,97184.22,97184.22,34.34,498810.0
TN_002306,Rainbow Six Siege Tier Championship 2022,G_09,2022,10,2022-10-07,2022-10-15,8,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,13106.7,0,173442,73954,2958.16,40,TM_00133,0.0756,13106.7,13106.7,42.64,369770.0
TN_002307,CrossFire Tier Championship 2025,G_20,2025,11,2025-11-28,2025-12-02,4,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,South Korea,Seoul,KOR,82482.86,0,501300,200438,5612.26,28,TM_00021,0.1645,82482.86,82482.86,39.98,1403065.0
TN_002308,Mobile Legends: Bang Bang Tier Championship 2024,G_07,2024,5,2024-05-13,2024-06-11,29,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,United States,Seattle,USA,384652.04,0,1971096,659185,95581.82,145,TM_00015,0.1951,384652.04,384652.04,33.44,3295924.83
TN_002309,Teamfight Tactics Tier Championship 2019,G_19,2019,9,2019-09-02,2019-09-08,6,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,8753.39,0,38614,15440,463.2,30,TM_00121,0.2267,8753.39,8753.39,39.99,77200.0
TN_002310,VALORANT Tier Championship 2014,G_04,2014,5,2014-05-09,2014-05-24,15,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,United States,Los Angeles,USA,496560.32,0,951997,337861,25339.58,75,TM_00143,0.5216,496560.32,496560.32,35.49,1689305.33
TN_002311,StarCraft II Tier Championship 2018,G_13,2018,5,2018-05-08,2018-05-12,4,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,107976.03,0,291165,118719,3324.13,28,TM_00132,0.3708,107976.03,107976.03,40.77,831032.5
TN_002312,Arena of Valor Tier Championship 2017,G_06,2017,7,2017-07-13,2017-07-24,11,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,33071.34,0,247379,84696,6521.59,77,TM_00011,0.1337,33071.34,33071.34,34.24,592871.82
TN_002313,Street Fighter 6 Tier Championship 2020,G_17,2020,2,2020-02-22,2020-03-17,24,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,Poland,Katowice,POL,230970.02,0,1247896,474986,68397.98,144,TM_00041,0.1851,230970.02,230970.02,38.06,2849915.83
TN_002314,Rainbow Six Siege Tier Championship 2024,G_09,2024,9,2024-09-21,2024-10-13,22,Tier 1 (S-Tier / Premier),Offline (LAN),Ubisoft,United States,Seattle,USA,1794341.97,0,6932017,2148985,283666.02,132,TM_00057,0.2588,1794341.97,852341.4587500001,31.0,12893910.0
TN_002315,Overwatch 2 Tier Championship 2018,G_11,2018,8,2018-08-10,2018-08-18,8,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,Saudi Arabia,Riyadh,SAU,226567.66,0,193765,79010,3160.4,40,TM_00147,1.1693,226567.66,226567.66,40.78,395050.0
TN_002316,Apex Legends Tier Championship 2026,G_12,2026,4,2026-04-02,2026-04-06,4,Tier 4 (Regional / Qualifier),Offline (LAN),EA / Respawn,South Korea,Seoul,KOR,22000.44,0,184114,60567,1938.14,32,TM_00085,0.1195,22000.44,22000.44,32.9,484535.0
TN_002317,Rocket League Tier Championship 2017,G_10,2017,9,2017-09-11,2017-10-04,23,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Indonesia,Jakarta,IDN,4875360.82,0,5389965,2221254,408710.74,184,TM_00141,0.9045,4875360.82,852341.4587500001,41.21,17770032.17
TN_002318,Counter-Strike 2 Tier Championship 2021,G_03,2021,2,2021-02-16,2021-03-19,31,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Saudi Arabia,Riyadh,SAU,188353.71,0,1456447,629853,136678.1,217,TM_00102,0.1293,188353.71,188353.71,43.25,4408970.97
TN_002319,Mobile Legends: Bang Bang Tier Championship 2016,G_07,2016,1,2016-01-03,2016-01-21,18,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,China,Shanghai,CHN,110711.88,0,1152608,339288,48857.47,144,TM_00013,0.0961,110711.88,110711.88,29.44,2714303.89
TN_002320,Dota 2 Tier Championship 2018,G_02,2018,11,2018-11-04,2018-11-16,12,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,9287.37,1,73356,26585,1914.12,72,TM_00161,0.1266,9287.37,9287.37,36.24,159510.0
TN_002321,Dota 2 Tier Championship 2018,G_02,2018,8,2018-08-23,2018-09-19,27,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,United States,Seattle,USA,9645804.41,1,4771234,1575059,212632.96,135,TM_00003,2.0217,9645804.41,852341.4587500001,33.01,7875294.81
TN_002322,Call of Duty: Warzone Tier Championship 2024,G_15,2024,2,2024-02-12,2024-03-10,27,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,4172180.93,0,6523144,2446132,528364.51,216,TM_00164,0.6396,4172180.93,852341.4587500001,37.5,19569055.93
TN_002323,League of Legends Tier Championship 2017,G_01,2017,2,2017-02-03,2017-02-15,12,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,229952.06,0,65615,22135,2124.96,96,TM_00018,3.5046,229952.06,229952.06,33.73,177080.0
TN_002324,PUBG: Battlegrounds Tier Championship 2024,G_18,2024,7,2024-07-15,2024-07-23,8,Tier 4 (Regional / Qualifier),Online,Krafton,Online,Online,GLB,15631.14,0,79300,26423,1268.3,48,TM_00077,0.1971,15631.14,15631.14,33.32,158537.5
TN_002325,StarCraft II Tier Championship 2020,G_13,2020,11,2020-11-07,2020-12-04,27,Tier 1 (S-Tier / Premier),Offline (LAN),Blizzard,Germany,Berlin,DEU,2132310.15,0,4824590,1427842,192758.67,135,TM_00155,0.442,2132310.15,852341.4587500001,29.6,7139210.0
TN_002326,Mobile Legends: Bang Bang Tier Championship 2023,G_07,2023,8,2023-08-28,2023-09-11,14,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,China,Shanghai,CHN,109779.35,0,262416,97217,9527.27,98,TM_00122,0.4183,109779.35,109779.35,37.05,680519.29
TN_002327,Call of Duty: Warzone Tier Championship 2023,G_15,2023,1,2023-01-11,2023-01-22,11,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,67181.39,0,280860,82568,6357.74,77,TM_00067,0.2392,67181.39,67181.39,29.4,577976.36
TN_002328,Apex Legends Tier Championship 2015,G_12,2015,4,2015-04-09,2015-05-13,34,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,Thailand,Bangkok,THA,6177643.1,0,2111096,668734,113684.78,170,TM_00145,2.9263,6177643.1,852341.4587500001,31.68,3343670.0
TN_002329,Counter-Strike 2 Tier Championship 2024,G_03,2024,10,2024-10-12,2024-11-05,24,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Philippines,Manila,PHL,214933.91,0,1634779,521236,100077.31,192,TM_00039,0.1315,214933.91,214933.91,31.88,4169887.92
TN_002330,Rocket League Tier Championship 2021,G_10,2021,12,2021-12-05,2021-12-16,11,Tier 4 (Regional / Qualifier),Online,Psyonix,Online,Online,GLB,61239.07,0,48079,21562,1660.27,77,TM_00141,1.2737,61239.07,61239.07,44.85,150933.64
TN_002331,Arena of Valor Tier Championship 2018,G_06,2018,4,2018-04-12,2018-04-18,6,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,31365.15,0,281561,91825,3305.7,36,TM_00130,0.1114,31365.15,31365.15,32.61,550950.0
TN_002332,PUBG: Battlegrounds Tier Championship 2012,G_18,2012,5,2012-05-06,2012-05-15,9,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,15278.32,0,46969,13794,744.88,54,TM_00119,0.3253,15278.32,15278.32,29.37,82764.44
TN_002333,Free Fire Tier Championship 2020,G_14,2020,2,2020-02-15,2020-02-23,8,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,United Kingdom,London,GBR,166482.07,0,193266,85123,3404.92,40,TM_00097,0.8614,166482.07,166482.07,44.04,425615.0
TN_002334,Rainbow Six Siege Tier Championship 2020,G_09,2020,2,2020-02-22,2020-03-01,8,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,27265.77,0,54635,20980,1174.88,56,TM_00084,0.4991,27265.77,27265.77,38.4,146860.0
TN_002335,PUBG Mobile Tier Championship 2013,G_05,2013,7,2013-07-14,2013-08-16,33,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,United Kingdom,London,GBR,3184805.68,0,2111650,706910,139968.18,198,TM_00139,1.5082,3184805.68,852341.4587500001,33.48,4241460.0
TN_002336,Counter-Strike 2 Tier Championship 2021,G_03,2021,1,2021-01-27,2021-02-10,14,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Poland,Katowice,POL,345918.4,0,1519114,427219,41867.46,98,TM_00108,0.2277,345918.4,345918.4,28.12,2990532.86
TN_002337,Street Fighter 6 Tier Championship 2023,G_17,2023,4,2023-04-06,2023-04-11,5,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,Saudi Arabia,Riyadh,SAU,34350.29,0,223310,85953,3438.12,40,TM_00151,0.1538,34350.29,34350.29,38.49,687624.0
TN_002338,Dota 2 Tier Championship 2017,G_02,2017,7,2017-07-19,2017-07-30,11,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,11633.01,1,69027,20496,1352.74,66,TM_00005,0.1685,11633.01,11633.01,29.69,122976.36
TN_002339,Apex Legends Tier Championship 2022,G_12,2022,5,2022-05-11,2022-05-15,4,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,119239.66,0,158236,47580,951.6,20,TM_00085,0.7536,119239.66,119239.66,30.07,237900.0
TN_002340,Rocket League Tier Championship 2026,G_10,2026,3,2026-03-11,2026-04-10,30,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Germany,Cologne,DEU,2482579.33,0,7272621,2444637,513373.77,210,TM_00100,0.3414,2482579.33,852341.4587500001,33.61,17112459.0
TN_002341,Fortnite Tier Championship 2020,G_08,2020,5,2020-05-14,2020-05-20,6,Tier 3 (B-Tier / Minor),Offline (LAN),Epic Games,United States,Seattle,USA,182617.72,0,177795,54954,1648.62,30,TM_00055,1.0271,182617.72,182617.72,30.91,274770.0
TN_002342,Rainbow Six Siege Tier Championship 2018,G_09,2018,9,2018-09-15,2018-09-21,6,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,53058.0,0,286044,82877,2486.31,30,TM_00123,0.1855,53058.0,53058.0,28.97,414385.0
TN_002343,StarCraft II Tier Championship 2013,G_13,2013,9,2013-09-19,2013-10-07,18,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United Kingdom,London,GBR,112629.3,0,653064,241658,21749.22,90,TM_00173,0.1725,112629.3,112629.3,37.0,1208290.0
TN_002344,Fortnite Tier Championship 2024,G_08,2024,11,2024-11-15,2024-12-16,31,Tier 1 (S-Tier / Premier),Offline (LAN),PGL,France,Paris,FRA,514561.68,0,7145688,2617548,649151.9,248,TM_00037,0.072,514561.68,514561.68,36.63,20940383.87
TN_002345,Counter-Strike 2 Tier Championship 2018,G_03,2018,8,2018-08-16,2018-09-02,17,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Saudi Arabia,Riyadh,SAU,595336.73,0,4600191,1376822,117029.87,85,TM_00108,0.1294,595336.73,595336.73,29.93,6884110.0
TN_002346,Tekken 8 Tier Championship 2018,G_16,2018,9,2018-09-10,2018-09-15,5,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,143507.81,0,335801,147262,5154.17,35,TM_00160,0.4274,143507.81,143507.81,43.85,1030834.0
TN_002347,Overwatch 2 Tier Championship 2021,G_11,2021,3,2021-03-23,2021-04-26,34,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United Kingdom,London,GBR,195008.07,0,1557100,553071,150435.31,272,TM_00172,0.1252,195008.07,195008.07,35.52,4424567.94
TN_002348,Rainbow Six Siege Tier Championship 2016,G_09,2016,4,2016-04-01,2016-04-15,14,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,China,Shanghai,CHN,212374.94,0,776536,294734,33010.21,112,TM_00123,0.2735,212374.94,212374.94,37.95,2357872.14
TN_002349,Counter-Strike 2 Tier Championship 2021,G_03,2021,2,2021-02-05,2021-02-20,15,Tier 2 (A-Tier / Major),Offline (LAN),Valve,United States,Los Angeles,USA,241692.36,0,1060432,361074,32496.66,90,TM_00144,0.2279,241692.36,241692.36,34.05,2166444.0
TN_002350,League of Legends Tier Championship 2019,G_01,2019,12,2019-12-28,2020-01-04,7,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,59865.76,0,302132,112384,4720.13,42,TM_00002,0.1981,59865.76,59865.76,37.2,674304.29
TN_002351,CrossFire Tier Championship 2017,G_20,2017,5,2017-05-22,2017-06-20,29,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Vietnam,Ho Chi Minh City,VNM,11900093.94,0,2589318,1111318,193369.33,174,TM_00120,4.5958,11900093.94,852341.4587500001,42.92,6667907.93
TN_002352,Tekken 8 Tier Championship 2023,G_16,2023,11,2023-11-02,2023-11-10,8,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,40440.13,0,355855,150613,9639.23,64,TM_00094,0.1136,40440.13,40440.13,42.32,1204903.75
TN_002353,PUBG: Battlegrounds Tier Championship 2018,G_18,2018,8,2018-08-04,2018-08-08,4,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Philippines,Manila,PHL,13886.49,0,39470,11423,365.54,32,TM_00174,0.3518,13886.49,13886.49,28.94,91385.0
TN_002354,Mobile Legends: Bang Bang Tier Championship 2016,G_07,2016,2,2016-02-13,2016-02-27,14,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Thailand,Bangkok,THA,9400.83,0,89883,31284,3503.81,112,TM_00014,0.1046,9400.83,9400.83,34.81,250272.14
TN_002355,StarCraft II Tier Championship 2019,G_13,2019,6,2019-06-25,2019-07-04,9,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,119145.78,0,334238,123933,8923.18,72,TM_00132,0.3565,119145.78,119145.78,37.08,991464.44
TN_002356,PUBG Mobile Tier Championship 2021,G_05,2021,7,2021-07-10,2021-08-12,33,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,China,Shanghai,CHN,905449.19,0,4122726,1766250,466290.0,264,TM_00048,0.2196,905449.19,852341.4587500001,42.84,14130000.0
TN_002357,Rocket League Tier Championship 2024,G_10,2024,9,2024-09-28,2024-10-04,6,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,France,Paris,FRA,9279.44,0,106610,47635,2000.67,42,TM_00028,0.087,9279.44,9279.44,44.68,333445.0
TN_002358,PUBG Mobile Tier Championship 2017,G_05,2017,1,2017-01-01,2017-01-06,5,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Thailand,Bangkok,THA,294074.94,0,172663,56060,1681.8,30,TM_00139,1.7032,294074.94,294074.94,32.47,336360.0
TN_002359,CrossFire Tier Championship 2012,G_20,2012,5,2012-05-05,2012-06-09,35,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Indonesia,Jakarta,IDN,1698414.05,0,1692425,654658,160391.21,245,TM_00021,1.0035,1698414.05,852341.4587500001,38.68,4582606.0
TN_002360,Tekken 8 Tier Championship 2012,G_16,2012,4,2012-04-25,2012-05-05,10,Tier 4 (Regional / Qualifier),Online,Bandai Namco,Online,Online,GLB,9024.16,0,60325,22624,1357.44,60,TM_00160,0.1496,9024.16,9024.16,37.5,135744.0
TN_002361,VALORANT Tier Championship 2025,G_04,2025,12,2025-12-06,2025-12-11,5,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,12861.34,0,112481,49548,1238.7,25,TM_00086,0.1143,12861.34,12861.34,44.05,247740.0
TN_002362,Dota 2 Tier Championship 2014,G_02,2014,5,2014-05-08,2014-06-05,28,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,South Korea,Seoul,KOR,142275.98,1,704074,295013,57822.55,196,TM_00029,0.2021,142275.98,142275.98,41.9,2065091.07
TN_002363,PUBG: Battlegrounds Tier Championship 2025,G_18,2025,12,2025-12-10,2025-12-20,10,Tier 4 (Regional / Qualifier),Online,Krafton,Online,Online,GLB,16125.64,0,2000,592,35.52,60,TM_00095,8.0628,16125.64,16125.64,29.6,3552.0
TN_002364,Counter-Strike 2 Tier Championship 2022,G_03,2022,7,2022-07-02,2022-07-06,4,Tier 3 (B-Tier / Minor),Online,Valve,Online,Online,GLB,194179.38,0,230470,99634,2789.75,28,TM_00078,0.8425,194179.38,194179.38,43.23,697437.5
TN_002365,Street Fighter 6 Tier Championship 2017,G_17,2017,8,2017-08-26,2017-08-30,4,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,United States,Seattle,USA,25558.27,0,68915,23397,467.94,20,TM_00151,0.3709,25558.27,25558.27,33.95,116985.0
TN_002366,Teamfight Tactics Tier Championship 2015,G_19,2015,12,2015-12-23,2016-01-07,15,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,United States,Seattle,USA,3174691.73,0,3636065,1087493,130499.16,120,TM_00052,0.8731,3174691.73,852341.4587500001,29.91,8699944.0
TN_002367,League of Legends Tier Championship 2020,G_01,2020,12,2020-12-27,2021-01-23,27,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Germany,Cologne,DEU,635940.88,0,342438,117809,15904.22,135,TM_00007,1.8571,635940.88,635940.88,34.4,589045.19
TN_002368,VALORANT Tier Championship 2014,G_04,2014,1,2014-01-17,2014-01-20,3,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,244227.27,0,177974,71153,1707.67,24,TM_00042,1.3723,244227.27,244227.27,39.98,569223.33
TN_002369,Apex Legends Tier Championship 2020,G_12,2020,6,2020-06-18,2020-07-23,35,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Poland,Katowice,POL,370607.75,0,83447,27851,7798.28,280,TM_00107,4.4412,370607.75,370607.75,33.38,222808.0
TN_002370,Arena of Valor Tier Championship 2022,G_06,2022,6,2022-06-20,2022-07-21,31,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Saudi Arabia,Riyadh,SAU,335808.92,0,696710,219281,40786.27,186,TM_00136,0.482,335808.92,335808.92,31.47,1315686.13
TN_002371,Dota 2 Tier Championship 2019,G_02,2019,4,2019-04-11,2019-04-22,11,Tier 4 (Regional / Qualifier),Offline (LAN),Valve,Vietnam,Ho Chi Minh City,VNM,50884.99,1,44923,15332,1011.91,66,TM_00003,1.1327,50884.99,50884.99,34.13,91991.82
TN_002372,Street Fighter 6 Tier Championship 2022,G_17,2022,6,2022-06-16,2022-07-19,33,Tier 2 (A-Tier / Major),Offline (LAN),PGL,United States,Los Angeles,USA,282258.92,0,1013074,421263,69508.4,165,TM_00074,0.2786,282258.92,282258.92,41.58,2106315.15
TN_002373,Overwatch 2 Tier Championship 2021,G_11,2021,5,2021-05-19,2021-06-17,29,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,1296778.51,0,6250977,2477217,359196.47,145,TM_00158,0.2075,1296778.51,852341.4587500001,39.63,12386085.17
TN_002374,Dota 2 Tier Championship 2018,G_02,2018,5,2018-05-13,2018-06-12,30,Tier 2 (A-Tier / Major),Offline (LAN),Garena,France,Paris,FRA,121248.16,1,986169,435655,104557.2,240,TM_00161,0.1229,121248.16,121248.16,44.18,3485240.0
TN_002375,Call of Duty: Warzone Tier Championship 2026,G_15,2026,5,2026-05-22,2026-05-28,6,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,37425.88,0,477961,172681,5180.43,30,TM_00164,0.0783,37425.88,37425.88,36.13,863405.0
TN_002376,Rocket League Tier Championship 2022,G_10,2022,4,2022-04-03,2022-04-21,18,Tier 2 (A-Tier / Major),Offline (LAN),Psyonix,United Kingdom,London,GBR,794939.17,0,883991,288059,41480.5,144,TM_00166,0.8993,794939.17,794939.17,32.59,2304472.22
TN_002377,Overwatch 2 Tier Championship 2021,G_11,2021,7,2021-07-12,2021-08-11,30,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Germany,Cologne,DEU,437822.59,0,899350,334023,70144.83,210,TM_00158,0.4868,437822.59,437822.59,37.14,2338161.0
TN_002378,PUBG: Battlegrounds Tier Championship 2025,G_18,2025,7,2025-07-18,2025-07-25,7,Tier 4 (Regional / Qualifier),Offline (LAN),Krafton,Singapore,Singapore,SGP,14050.38,0,151742,60188,2527.9,42,TM_00077,0.0926,14050.38,14050.38,39.66,361128.57
TN_002379,Tekken 8 Tier Championship 2021,G_16,2021,12,2021-12-16,2021-12-23,7,Tier 3 (B-Tier / Minor),Offline (LAN),Bandai Namco,Germany,Cologne,DEU,38929.98,0,324192,137482,4811.87,35,TM_00094,0.1201,38929.98,38929.98,42.41,687410.0
TN_002380,Teamfight Tactics Tier Championship 2017,G_19,2017,1,2017-01-26,2017-01-29,3,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,9672.69,0,107277,33373,600.71,18,TM_00079,0.0902,9672.69,9672.69,31.11,200236.67
TN_002381,Fortnite Tier Championship 2022,G_08,2022,1,2022-01-18,2022-01-27,9,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,103895.21,0,102360,43221,1944.94,45,TM_00046,1.015,103895.21,103895.21,42.22,216104.44
TN_002382,PUBG Mobile Tier Championship 2022,G_05,2022,5,2022-05-22,2022-05-25,3,Tier 4 (Regional / Qualifier),Offline (LAN),Krafton / Tencent,Indonesia,Jakarta,IDN,37643.17,0,34046,14148,297.11,21,TM_00024,1.1057,37643.17,37643.17,41.56,99036.67
TN_002383,Counter-Strike 2 Tier Championship 2022,G_03,2022,2,2022-02-19,2022-03-22,31,Tier 2 (A-Tier / Major),Offline (LAN),Valve,South Korea,Seoul,KOR,231997.63,0,1589499,506187,109842.58,217,TM_00144,0.146,231997.63,231997.63,31.85,3543309.03
