Placement_ID,Tournament_ID,Rank,Rank_Label,Team_ID,Prize_Money_USD,Prize_Share_Pct,Is_Winner
PLC_0013638,TN_002035,4,4th Place,TM_00161,1120.74,8.0,0
PLC_0013639,TN_002035,5,5th Place,TM_00098,700.46,5.0,0
PLC_0013640,TN_002036,1,1st Place (Champion),TM_00098,18524.8,45.0,1
PLC_0013641,TN_002036,2,2nd Place,TM_00005,8233.25,20.0,0
PLC_0013642,TN_002036,3,3rd Place,TM_00129,4939.95,12.0,0
PLC_0013643,TN_002036,4,4th Place,TM_00003,3293.3,8.0,0
PLC_0013644,TN_002036,5,5th Place,TM_00161,2058.31,5.0,0
PLC_0013645,TN_002036,6,6th Place,TM_00004,1646.65,4.0,0
PLC_0013646,TN_002036,7,7th Place,TM_00029,1234.99,3.0,0
PLC_0013647,TN_002036,8,8th Place,TM_00062,1234.99,3.0,0
PLC_0013648,TN_002037,1,1st Place (Champion),TM_00172,14041.97,45.0,1
PLC_0013649,TN_002037,2,2nd Place,TM_00076,6240.88,20.0,0
PLC_0013650,TN_002037,3,3rd Place,TM_00135,3744.53,12.0,0
PLC_0013651,TN_002037,4,4th Place,TM_00147,2496.35,8.0,0
PLC_0013652,TN_002037,5,5th Place,TM_00110,1560.22,5.0,0
PLC_0013653,TN_002037,6,6th Place,TM_00096,1248.18,4.0,0
PLC_0013654,TN_002037,7,7th Place,TM_00113,936.13,3.0,0
PLC_0013655,TN_002037,8,8th Place,TM_00158,936.13,3.0,0
PLC_0013656,TN_002038,1,1st Place (Champion),TM_00121,496334.55,45.0,1
PLC_0013657,TN_002038,2,2nd Place,TM_00153,220593.13,20.0,0
PLC_0013658,TN_002038,3,3rd Place,TM_00079,132355.88,12.0,0
PLC_0013659,TN_002038,4,4th Place,TM_00065,88237.25,8.0,0
PLC_0013660,TN_002038,5,5th Place,TM_00063,55148.28,5.0,0
PLC_0013661,TN_002039,1,1st Place (Champion),TM_00158,408774.21,45.0,1
PLC_0013662,TN_002039,2,2nd Place,TM_00135,181677.43,20.0,0
PLC_0013663,TN_002039,3,3rd Place,TM_00113,109006.46,12.0,0
PLC_0013664,TN_002039,4,4th Place,TM_00110,72670.97,8.0,0
PLC_0013665,TN_002039,5,5th Place,TM_00172,45419.36,5.0,0
PLC_0013666,TN_002039,6,6th Place,TM_00147,36335.49,4.0,0
PLC_0013667,TN_002039,7,7th Place,TM_00076,27251.61,3.0,0
PLC_0013668,TN_002040,1,1st Place (Champion),TM_00082,264053.44,45.0,1
PLC_0013669,TN_002040,2,2nd Place,TM_00025,117357.09,20.0,0
PLC_0013670,TN_002040,3,3rd Place,TM_00132,70414.25,12.0,0
PLC_0013671,TN_002040,4,4th Place,TM_00036,46942.83,8.0,0
PLC_0013672,TN_002040,5,5th Place,TM_00155,29339.27,5.0,0
PLC_0013673,TN_002040,6,6th Place,TM_00173,23471.42,4.0,0
PLC_0013674,TN_002040,7,7th Place,TM_00177,17603.56,3.0,0
PLC_0013675,TN_002041,1,1st Place (Champion),TM_00100,34871.18,45.0,1
PLC_0013676,TN_002041,2,2nd Place,TM_00166,15498.3,20.0,0
PLC_0013677,TN_002041,3,3rd Place,TM_00080,9298.98,12.0,0
PLC_0013678,TN_002041,4,4th Place,TM_00050,6199.32,8.0,0
PLC_0013679,TN_002041,5,5th Place,TM_00028,3874.58,5.0,0
PLC_0013680,TN_002042,1,1st Place (Champion),TM_00061,14505.27,45.0,1
PLC_0013681,TN_002042,2,2nd Place,TM_00094,6446.79,20.0,0
PLC_0013682,TN_002042,3,3rd Place,TM_00162,3868.07,12.0,0
PLC_0013683,TN_002042,4,4th Place,TM_00128,2578.71,8.0,0
PLC_0013684,TN_002042,5,5th Place,TM_00160,1611.7,5.0,0
PLC_0013685,TN_002043,1,1st Place (Champion),TM_00130,17650.41,45.0,1
PLC_0013686,TN_002043,2,2nd Place,TM_00170,7844.63,20.0,0
PLC_0013687,TN_002043,3,3rd Place,TM_00103,4706.78,12.0,0
PLC_0013688,TN_002043,4,4th Place,TM_00117,3137.85,8.0,0
PLC_0013689,TN_002043,5,5th Place,TM_00064,1961.16,5.0,0
PLC_0013690,TN_002043,6,6th Place,TM_00011,1568.93,4.0,0
PLC_0013691,TN_002043,7,7th Place,TM_00012,1176.69,3.0,0
PLC_0013692,TN_002044,1,1st Place (Champion),TM_00025,225700.5,45.0,1
PLC_0013693,TN_002044,2,2nd Place,TM_00173,100311.33,20.0,0
PLC_0013694,TN_002044,3,3rd Place,TM_00082,60186.8,12.0,0
PLC_0013695,TN_002044,4,4th Place,TM_00132,40124.53,8.0,0
PLC_0013696,TN_002044,5,5th Place,TM_00155,25077.83,5.0,0
PLC_0013697,TN_002044,6,6th Place,TM_00036,20062.27,4.0,0
PLC_0013698,TN_002044,7,7th Place,TM_00177,15046.7,3.0,0
PLC_0013699,TN_002045,1,1st Place (Champion),TM_00116,91724.05,45.0,1
PLC_0013700,TN_002045,2,2nd Place,TM_00051,40766.25,20.0,0
PLC_0013701,TN_002045,3,3rd Place,TM_00058,24459.75,12.0,0
PLC_0013702,TN_002045,4,4th Place,TM_00131,16306.5,8.0,0
PLC_0013703,TN_002045,5,5th Place,TM_00164,10191.56,5.0,0
PLC_0013704,TN_002045,6,6th Place,TM_00093,8153.25,4.0,0
PLC_0013705,TN_002045,7,7th Place,TM_00090,6114.94,3.0,0
PLC_0013706,TN_002046,1,1st Place (Champion),TM_00158,303034.4,45.0,1
PLC_0013707,TN_002046,2,2nd Place,TM_00135,134681.96,20.0,0
PLC_0013708,TN_002046,3,3rd Place,TM_00076,80809.17,12.0,0
PLC_0013709,TN_002046,4,4th Place,TM_00147,53872.78,8.0,0
PLC_0013710,TN_002046,5,5th Place,TM_00096,33670.49,5.0,0
PLC_0013711,TN_002046,6,6th Place,TM_00110,26936.39,4.0,0
PLC_0013712,TN_002046,7,7th Place,TM_00172,20202.29,3.0,0
PLC_0013713,TN_002046,8,8th Place,TM_00113,20202.29,3.0,0
PLC_0013714,TN_002047,1,1st Place (Champion),TM_00152,10120.83,45.0,1
PLC_0013715,TN_002047,2,2nd Place,TM_00033,4498.15,20.0,0
PLC_0013716,TN_002047,3,3rd Place,TM_00020,2698.89,12.0,0
PLC_0013717,TN_002047,4,4th Place,TM_00039,1799.26,8.0,0
PLC_0013718,TN_002047,5,5th Place,TM_00009,1124.54,5.0,0
PLC_0013719,TN_002047,6,6th Place,TM_00082,899.63,4.0,0
PLC_0013720,TN_002047,7,7th Place,TM_00110,674.72,3.0,0
PLC_0013721,TN_002048,1,1st Place (Champion),TM_00147,54466.45,45.0,1
PLC_0013722,TN_002048,2,2nd Place,TM_00135,24207.31,20.0,0
PLC_0013723,TN_002048,3,3rd Place,TM_00110,14524.39,12.0,0
PLC_0013724,TN_002048,4,4th Place,TM_00096,9682.92,8.0,0
PLC_0013725,TN_002048,5,5th Place,TM_00076,6051.83,5.0,0
PLC_0013726,TN_002048,6,6th Place,TM_00158,4841.46,4.0,0
PLC_0013727,TN_002048,7,7th Place,TM_00172,3631.1,3.0,0
PLC_0013728,TN_002049,1,1st Place (Champion),TM_00156,187773.92,45.0,1
PLC_0013729,TN_002049,2,2nd Place,TM_00068,83455.07,20.0,0
PLC_0013730,TN_002049,3,3rd Place,TM_00120,50073.04,12.0,0
PLC_0013731,TN_002049,4,4th Place,TM_00150,33382.03,8.0,0
PLC_0013732,TN_002049,5,5th Place,TM_00026,20863.77,5.0,0
PLC_0013733,TN_002050,1,1st Place (Champion),TM_00171,12873.55,45.0,1
PLC_0013734,TN_002050,2,2nd Place,TM_00112,5721.58,20.0,0
PLC_0013735,TN_002050,3,3rd Place,TM_00053,3432.95,12.0,0
PLC_0013736,TN_002050,4,4th Place,TM_00114,2288.63,8.0,0
PLC_0013737,TN_002050,5,5th Place,TM_00046,1430.39,5.0,0
PLC_0013738,TN_002051,1,1st Place (Champion),TM_00177,114490.72,45.0,1
PLC_0013739,TN_002051,2,2nd Place,TM_00036,50884.77,20.0,0
PLC_0013740,TN_002051,3,3rd Place,TM_00082,30530.86,12.0,0
PLC_0013741,TN_002051,4,4th Place,TM_00132,20353.91,8.0,0
PLC_0013742,TN_002051,5,5th Place,TM_00025,12721.19,5.0,0
PLC_0013743,TN_002051,6,6th Place,TM_00155,10176.95,4.0,0
PLC_0013744,TN_002051,7,7th Place,TM_00173,7632.71,3.0,0
PLC_0013745,TN_002052,1,1st Place (Champion),TM_00128,731736.66,45.0,1
PLC_0013746,TN_002052,2,2nd Place,TM_00160,325216.29,20.0,0
PLC_0013747,TN_002052,3,3rd Place,TM_00162,195129.78,12.0,0
PLC_0013748,TN_002052,4,4th Place,TM_00061,130086.52,8.0,0
PLC_0013749,TN_002052,5,5th Place,TM_00125,81304.07,5.0,0
PLC_0013750,TN_002052,6,6th Place,TM_00094,65043.26,4.0,0
PLC_0013751,TN_002052,7,7th Place,TM_00059,48782.44,3.0,0
PLC_0013752,TN_002053,1,1st Place (Champion),TM_00025,10856.02,45.0,1
PLC_0013753,TN_002053,2,2nd Place,TM_00082,4824.9,20.0,0
PLC_0013754,TN_002053,3,3rd Place,TM_00132,2894.94,12.0,0
PLC_0013755,TN_002053,4,4th Place,TM_00155,1929.96,8.0,0
PLC_0013756,TN_002053,5,5th Place,TM_00036,1206.23,5.0,0
PLC_0013757,TN_002054,1,1st Place (Champion),TM_00016,12109.13,45.0,1
PLC_0013758,TN_002054,2,2nd Place,TM_00169,5381.84,20.0,0
PLC_0013759,TN_002054,3,3rd Place,TM_00086,3229.1,12.0,0
PLC_0013760,TN_002054,4,4th Place,TM_00019,2152.73,8.0,0
PLC_0013761,TN_002054,5,5th Place,TM_00056,1345.46,5.0,0
PLC_0013762,TN_002054,6,6th Place,TM_00017,1076.37,4.0,0
PLC_0013763,TN_002054,7,7th Place,TM_00073,807.28,3.0,0
PLC_0013764,TN_002054,8,8th Place,TM_00143,807.28,3.0,0
PLC_0013765,TN_002055,1,1st Place (Champion),TM_00091,34081.57,45.0,1
PLC_0013766,TN_002055,2,2nd Place,TM_00149,15147.37,20.0,0
PLC_0013767,TN_002055,3,3rd Place,TM_00151,9088.42,12.0,0
PLC_0013768,TN_002055,4,4th Place,TM_00154,6058.95,8.0,0
PLC_0013769,TN_002055,5,5th Place,TM_00041,3786.84,5.0,0
PLC_0013770,TN_002055,6,6th Place,TM_00044,3029.47,4.0,0
PLC_0013771,TN_002055,7,7th Place,TM_00088,2272.1,3.0,0
PLC_0013772,TN_002056,1,1st Place (Champion),TM_00164,114364.46,45.0,1
PLC_0013773,TN_002056,2,2nd Place,TM_00090,50828.65,20.0,0
PLC_0013774,TN_002056,3,3rd Place,TM_00116,30497.19,12.0,0
PLC_0013775,TN_002056,4,4th Place,TM_00051,20331.46,8.0,0
PLC_0013776,TN_002056,5,5th Place,TM_00093,12707.16,5.0,0
PLC_0013777,TN_002056,6,6th Place,TM_00131,10165.73,4.0,0
PLC_0013778,TN_002056,7,7th Place,TM_00058,7624.3,3.0,0
PLC_0013779,TN_002057,1,1st Place (Champion),TM_00062,170290.21,45.0,1
PLC_0013780,TN_002057,2,2nd Place,TM_00161,75684.54,20.0,0
PLC_0013781,TN_002057,3,3rd Place,TM_00029,45410.72,12.0,0
PLC_0013782,TN_002057,4,4th Place,TM_00005,30273.82,8.0,0
PLC_0013783,TN_002057,5,5th Place,TM_00004,18921.14,5.0,0
PLC_0013784,TN_002057,6,6th Place,TM_00003,15136.91,4.0,0
PLC_0013785,TN_002057,7,7th Place,TM_00129,11352.68,3.0,0
PLC_0013786,TN_002057,8,8th Place,TM_00098,11352.68,3.0,0
PLC_0013787,TN_002058,1,1st Place (Champion),TM_00026,6026.14,45.0,1
PLC_0013788,TN_002058,2,2nd Place,TM_00138,2678.28,20.0,0
PLC_0013789,TN_002058,3,3rd Place,TM_00165,1606.97,12.0,0
PLC_0013790,TN_002058,4,4th Place,TM_00068,1071.31,8.0,0
PLC_0013791,TN_002058,5,5th Place,TM_00142,669.57,5.0,0
PLC_0013792,TN_002058,6,6th Place,TM_00021,535.66,4.0,0
PLC_0013793,TN_002058,7,7th Place,TM_00167,401.74,3.0,0
PLC_0013794,TN_002058,8,8th Place,TM_00109,401.74,3.0,0
PLC_0013795,TN_002059,1,1st Place (Champion),TM_00013,141750.16,45.0,1
PLC_0013796,TN_002059,2,2nd Place,TM_00168,63000.07,20.0,0
PLC_0013797,TN_002059,3,3rd Place,TM_00104,37800.04,12.0,0
PLC_0013798,TN_002059,4,4th Place,TM_00122,25200.03,8.0,0
PLC_0013799,TN_002059,5,5th Place,TM_00015,15750.02,5.0,0
PLC_0013800,TN_002059,6,6th Place,TM_00175,12600.01,4.0,0
PLC_0013801,TN_002059,7,7th Place,TM_00087,9450.01,3.0,0
PLC_0013802,TN_002060,1,1st Place (Champion),TM_00146,27185.98,45.0,1
PLC_0013803,TN_002060,2,2nd Place,TM_00018,12082.66,20.0,0
PLC_0013804,TN_002060,3,3rd Place,TM_00008,7249.59,12.0,0
PLC_0013805,TN_002060,4,4th Place,TM_00002,4833.06,8.0,0
PLC_0013806,TN_002060,5,5th Place,TM_00072,3020.66,5.0,0
PLC_0013807,TN_002061,1,1st Place (Champion),TM_00033,77391.19,45.0,1
PLC_0013808,TN_002061,2,2nd Place,TM_00011,34396.08,20.0,0
PLC_0013809,TN_002061,3,3rd Place,TM_00081,20637.65,12.0,0
PLC_0013810,TN_002061,4,4th Place,TM_00064,13758.43,8.0,0
PLC_0013811,TN_002061,5,5th Place,TM_00103,8599.02,5.0,0
PLC_0013812,TN_002062,1,1st Place (Champion),TM_00061,18337.08,45.0,1
PLC_0013813,TN_002062,2,2nd Place,TM_00128,8149.81,20.0,0
PLC_0013814,TN_002062,3,3rd Place,TM_00162,4889.89,12.0,0
PLC_0013815,TN_002062,4,4th Place,TM_00094,3259.93,8.0,0
PLC_0013816,TN_002062,5,5th Place,TM_00160,2037.45,5.0,0
PLC_0013817,TN_002063,1,1st Place (Champion),TM_00081,13861.47,45.0,1
PLC_0013818,TN_002063,2,2nd Place,TM_00130,6160.65,20.0,0
PLC_0013819,TN_002063,3,3rd Place,TM_00064,3696.39,12.0,0
PLC_0013820,TN_002063,4,4th Place,TM_00012,2464.26,8.0,0
PLC_0013821,TN_002063,5,5th Place,TM_00136,1540.16,5.0,0
PLC_0013822,TN_002063,6,6th Place,TM_00176,1232.13,4.0,0
PLC_0013823,TN_002063,7,7th Place,TM_00011,924.1,3.0,0
PLC_0013824,TN_002064,1,1st Place (Champion),TM_00137,563707.58,45.0,1
PLC_0013825,TN_002064,2,2nd Place,TM_00043,250536.7,20.0,0
PLC_0013826,TN_002064,3,3rd Place,TM_00101,150322.02,12.0,0
PLC_0013827,TN_002064,4,4th Place,TM_00022,100214.68,8.0,0
PLC_0013828,TN_002064,5,5th Place,TM_00126,62634.18,5.0,0
PLC_0013829,TN_002064,6,6th Place,TM_00157,50107.34,4.0,0
PLC_0013830,TN_002064,7,7th Place,TM_00097,37580.5,3.0,0
PLC_0013831,TN_002065,1,1st Place (Champion),TM_00136,27757.54,45.0,1
PLC_0013832,TN_002065,2,2nd Place,TM_00011,12336.68,20.0,0
PLC_0013833,TN_002065,3,3rd Place,TM_00081,7402.01,12.0,0
PLC_0013834,TN_002065,4,4th Place,TM_00033,4934.67,8.0,0
PLC_0013835,TN_002065,5,5th Place,TM_00117,3084.17,5.0,0
PLC_0013836,TN_002065,6,6th Place,TM_00176,2467.34,4.0,0
PLC_0013837,TN_002065,7,7th Place,TM_00130,1850.5,3.0,0
PLC_0013838,TN_002065,8,8th Place,TM_00012,1850.5,3.0,0
PLC_0013839,TN_002066,1,1st Place (Champion),TM_00128,80389.49,45.0,1
PLC_0013840,TN_002066,2,2nd Place,TM_00162,35728.66,20.0,0
PLC_0013841,TN_002066,3,3rd Place,TM_00061,21437.2,12.0,0
PLC_0013842,TN_002066,4,4th Place,TM_00059,14291.47,8.0,0
PLC_0013843,TN_002066,5,5th Place,TM_00160,8932.17,5.0,0
PLC_0013844,TN_002066,6,6th Place,TM_00125,7145.73,4.0,0
PLC_0013845,TN_002066,7,7th Place,TM_00094,5359.3,3.0,0
PLC_0013846,TN_002067,1,1st Place (Champion),TM_00127,17272.09,45.0,1
PLC_0013847,TN_002067,2,2nd Place,TM_00084,7676.48,20.0,0
PLC_0013848,TN_002067,3,3rd Place,TM_00049,4605.89,12.0,0
PLC_0013849,TN_002067,4,4th Place,TM_00123,3070.59,8.0,0
PLC_0013850,TN_002067,5,5th Place,TM_00111,1919.12,5.0,0
PLC_0013851,TN_002068,1,1st Place (Champion),TM_00103,15547.41,45.0,1
PLC_0013852,TN_002068,2,2nd Place,TM_00031,6909.96,20.0,0
PLC_0013853,TN_002068,3,3rd Place,TM_00176,4145.97,12.0,0
PLC_0013854,TN_002068,4,4th Place,TM_00130,2763.98,8.0,0
PLC_0013855,TN_002068,5,5th Place,TM_00117,1727.49,5.0,0
PLC_0013856,TN_002068,6,6th Place,TM_00170,1381.99,4.0,0
PLC_0013857,TN_002068,7,7th Place,TM_00136,1036.49,3.0,0
PLC_0013858,TN_002068,8,8th Place,TM_00033,1036.49,3.0,0
PLC_0013859,TN_002069,1,1st Place (Champion),TM_00108,610030.11,45.0,1
PLC_0013860,TN_002069,2,2nd Place,TM_00032,271124.49,20.0,0
PLC_0013861,TN_002069,3,3rd Place,TM_00102,162674.7,12.0,0
PLC_0013862,TN_002069,4,4th Place,TM_00047,108449.8,8.0,0
PLC_0013863,TN_002069,5,5th Place,TM_00144,67781.12,5.0,0
PLC_0013864,TN_002069,6,6th Place,TM_00075,54224.9,4.0,0
PLC_0013865,TN_002069,7,7th Place,TM_00006,40668.67,3.0,0
PLC_0013866,TN_002069,8,8th Place,TM_00009,40668.67,3.0,0
PLC_0013867,TN_002070,1,1st Place (Champion),TM_00004,4305.39,45.0,1
PLC_0013868,TN_002070,2,2nd Place,TM_00003,1913.51,20.0,0
PLC_0013869,TN_002070,3,3rd Place,TM_00062,1148.1,12.0,0
PLC_0013870,TN_002070,4,4th Place,TM_00005,765.4,8.0,0
PLC_0013871,TN_002070,5,5th Place,TM_00129,478.38,5.0,0
PLC_0013872,TN_002070,6,6th Place,TM_00029,382.7,4.0,0
PLC_0013873,TN_002070,7,7th Place,TM_00161,287.03,3.0,0
PLC_0013874,TN_002070,8,8th Place,TM_00098,287.03,3.0,0
PLC_0013875,TN_002071,1,1st Place (Champion),TM_00084,28972.12,45.0,1
PLC_0013876,TN_002071,2,2nd Place,TM_00127,12876.5,20.0,0
PLC_0013877,TN_002071,3,3rd Place,TM_00111,7725.9,12.0,0
PLC_0013878,TN_002071,4,4th Place,TM_00049,5150.6,8.0,0
PLC_0013879,TN_002071,5,5th Place,TM_00133,3219.12,5.0,0
PLC_0013880,TN_002072,1,1st Place (Champion),TM_00098,2660.29,45.0,1
PLC_0013881,TN_002072,2,2nd Place,TM_00004,1182.35,20.0,0
PLC_0013882,TN_002072,3,3rd Place,TM_00129,709.41,12.0,0
PLC_0013883,TN_002072,4,4th Place,TM_00029,472.94,8.0,0
PLC_0013884,TN_002072,5,5th Place,TM_00003,295.59,5.0,0
PLC_0013885,TN_002073,1,1st Place (Champion),TM_00035,19827.09,45.0,1
PLC_0013886,TN_002073,2,2nd Place,TM_00065,8812.04,20.0,0
PLC_0013887,TN_002073,3,3rd Place,TM_00079,5287.22,12.0,0
PLC_0013888,TN_002073,4,4th Place,TM_00063,3524.82,8.0,0
PLC_0013889,TN_002073,5,5th Place,TM_00106,2203.01,5.0,0
PLC_0013890,TN_002073,6,6th Place,TM_00159,1762.41,4.0,0
PLC_0013891,TN_002073,7,7th Place,TM_00153,1321.81,3.0,0
PLC_0013892,TN_002073,8,8th Place,TM_00099,1321.81,3.0,0
PLC_0013893,TN_002074,1,1st Place (Champion),TM_00059,824494.23,45.0,1
PLC_0013894,TN_002074,2,2nd Place,TM_00128,366441.88,20.0,0
PLC_0013895,TN_002074,3,3rd Place,TM_00162,219865.13,12.0,0
PLC_0013896,TN_002074,4,4th Place,TM_00160,146576.75,8.0,0
PLC_0013897,TN_002074,5,5th Place,TM_00094,91610.47,5.0,0
PLC_0013898,TN_002074,6,6th Place,TM_00125,73288.38,4.0,0
PLC_0013899,TN_002074,7,7th Place,TM_00061,54966.28,3.0,0
PLC_0013900,TN_002075,1,1st Place (Champion),TM_00019,14539.47,45.0,1
PLC_0013901,TN_002075,2,2nd Place,TM_00073,6461.99,20.0,0
PLC_0013902,TN_002075,3,3rd Place,TM_00086,3877.19,12.0,0
PLC_0013903,TN_002075,4,4th Place,TM_00017,2584.8,8.0,0
PLC_0013904,TN_002075,5,5th Place,TM_00143,1615.5,5.0,0
PLC_0013905,TN_002076,1,1st Place (Champion),TM_00154,83535.01,45.0,1
PLC_0013906,TN_002076,2,2nd Place,TM_00149,37126.67,20.0,0
PLC_0013907,TN_002076,3,3rd Place,TM_00074,22276.0,12.0,0
PLC_0013908,TN_002076,4,4th Place,TM_00044,14850.67,8.0,0
PLC_0013909,TN_002076,5,5th Place,TM_00041,9281.67,5.0,0
PLC_0013910,TN_002076,6,6th Place,TM_00069,7425.33,4.0,0
PLC_0013911,TN_002076,7,7th Place,TM_00091,5569.0,3.0,0
PLC_0013912,TN_002077,1,1st Place (Champion),TM_00158,64396.2,45.0,1
PLC_0013913,TN_002077,2,2nd Place,TM_00172,28620.53,20.0,0
PLC_0013914,TN_002077,3,3rd Place,TM_00113,17172.32,12.0,0
PLC_0013915,TN_002077,4,4th Place,TM_00135,11448.21,8.0,0
PLC_0013916,TN_002077,5,5th Place,TM_00096,7155.13,5.0,0
PLC_0013917,TN_002077,6,6th Place,TM_00147,5724.11,4.0,0
PLC_0013918,TN_002077,7,7th Place,TM_00076,4293.08,3.0,0
PLC_0013919,TN_002077,8,8th Place,TM_00110,4293.08,3.0,0
PLC_0013920,TN_002078,1,1st Place (Champion),TM_00031,60211.63,45.0,1
PLC_0013921,TN_002078,2,2nd Place,TM_00103,26760.72,20.0,0
PLC_0013922,TN_002078,3,3rd Place,TM_00033,16056.43,12.0,0
PLC_0013923,TN_002078,4,4th Place,TM_00012,10704.29,8.0,0
PLC_0013924,TN_002078,5,5th Place,TM_00117,6690.18,5.0,0
PLC_0013925,TN_002078,6,6th Place,TM_00170,5352.14,4.0,0
PLC_0013926,TN_002078,7,7th Place,TM_00176,4014.11,3.0,0
PLC_0013927,TN_002078,8,8th Place,TM_00130,4014.11,3.0,0
PLC_0013928,TN_002079,1,1st Place (Champion),TM_00014,72173.3,45.0,1
PLC_0013929,TN_002079,2,2nd Place,TM_00054,32077.02,20.0,0
PLC_0013930,TN_002079,3,3rd Place,TM_00168,19246.21,12.0,0
PLC_0013931,TN_002079,4,4th Place,TM_00087,12830.81,8.0,0
PLC_0013932,TN_002079,5,5th Place,TM_00104,8019.26,5.0,0
PLC_0013933,TN_002079,6,6th Place,TM_00013,6415.4,4.0,0
PLC_0013934,TN_002079,7,7th Place,TM_00122,4811.55,3.0,0
PLC_0013935,TN_002079,8,8th Place,TM_00015,4811.55,3.0,0
PLC_0013936,TN_002080,1,1st Place (Champion),TM_00071,3863.21,45.0,1
PLC_0013937,TN_002080,2,2nd Place,TM_00027,1716.98,20.0,0
PLC_0013938,TN_002080,3,3rd Place,TM_00163,1030.19,12.0,0
PLC_0013939,TN_002080,4,4th Place,TM_00045,686.79,8.0,0
PLC_0013940,TN_002080,5,5th Place,TM_00119,429.25,5.0,0
PLC_0013941,TN_002081,1,1st Place (Champion),TM_00054,1727984.83,45.0,1
PLC_0013942,TN_002081,2,2nd Place,TM_00122,767993.26,20.0,0
PLC_0013943,TN_002081,3,3rd Place,TM_00015,460795.96,12.0,0
PLC_0013944,TN_002081,4,4th Place,TM_00175,307197.3,8.0,0
PLC_0013945,TN_002081,5,5th Place,TM_00087,191998.32,5.0,0
PLC_0013946,TN_002081,6,6th Place,TM_00104,153598.65,4.0,0
PLC_0013947,TN_002081,7,7th Place,TM_00168,115198.99,3.0,0
PLC_0013948,TN_002081,8,8th Place,TM_00013,115198.99,3.0,0
PLC_0013949,TN_002082,1,1st Place (Champion),TM_00153,103833.79,45.0,1
PLC_0013950,TN_002082,2,2nd Place,TM_00159,46148.35,20.0,0
PLC_0013951,TN_002082,3,3rd Place,TM_00099,27689.01,12.0,0
PLC_0013952,TN_002082,4,4th Place,TM_00079,18459.34,8.0,0
PLC_0013953,TN_002082,5,5th Place,TM_00106,11537.09,5.0,0
PLC_0013954,TN_002082,6,6th Place,TM_00052,9229.67,4.0,0
PLC_0013955,TN_002082,7,7th Place,TM_00121,6922.25,3.0,0
PLC_0013956,TN_002083,1,1st Place (Champion),TM_00042,2805.31,45.0,1
PLC_0013957,TN_002083,2,2nd Place,TM_00030,1246.81,20.0,0
PLC_0013958,TN_002083,3,3rd Place,TM_00017,748.08,12.0,0
PLC_0013959,TN_002083,4,4th Place,TM_00134,498.72,8.0,0
PLC_0013960,TN_002083,5,5th Place,TM_00016,311.7,5.0,0
PLC_0013961,TN_002083,6,6th Place,TM_00073,249.36,4.0,0
PLC_0013962,TN_002083,7,7th Place,TM_00143,187.02,3.0,0
PLC_0013963,TN_002084,1,1st Place (Champion),TM_00138,46833.68,45.0,1
PLC_0013964,TN_002084,2,2nd Place,TM_00026,20814.97,20.0,0
PLC_0013965,TN_002084,3,3rd Place,TM_00150,12488.98,12.0,0
PLC_0013966,TN_002084,4,4th Place,TM_00021,8325.99,8.0,0
PLC_0013967,TN_002084,5,5th Place,TM_00142,5203.74,5.0,0
PLC_0013968,TN_002084,6,6th Place,TM_00167,4162.99,4.0,0
PLC_0013969,TN_002084,7,7th Place,TM_00109,3122.25,3.0,0
PLC_0013970,TN_002084,8,8th Place,TM_00156,3122.25,3.0,0
PLC_0013971,TN_002085,1,1st Place (Champion),TM_00047,395841.01,45.0,1
PLC_0013972,TN_002085,2,2nd Place,TM_00009,175929.34,20.0,0
PLC_0013973,TN_002085,3,3rd Place,TM_00075,105557.6,12.0,0
PLC_0013974,TN_002085,4,4th Place,TM_00006,70371.74,8.0,0
PLC_0013975,TN_002085,5,5th Place,TM_00144,43982.33,5.0,0
PLC_0013976,TN_002085,6,6th Place,TM_00078,35185.87,4.0,0
PLC_0013977,TN_002085,7,7th Place,TM_00102,26389.4,3.0,0
PLC_0013978,TN_002086,1,1st Place (Champion),TM_00047,68535.43,45.0,1
PLC_0013979,TN_002086,2,2nd Place,TM_00006,30460.19,20.0,0
PLC_0013980,TN_002086,3,3rd Place,TM_00075,18276.12,12.0,0
PLC_0013981,TN_002086,4,4th Place,TM_00078,12184.08,8.0,0
PLC_0013982,TN_002086,5,5th Place,TM_00108,7615.05,5.0,0
PLC_0013983,TN_002086,6,6th Place,TM_00144,6092.04,4.0,0
PLC_0013984,TN_002086,7,7th Place,TM_00039,4569.03,3.0,0
PLC_0013985,TN_002086,8,8th Place,TM_00009,4569.03,3.0,0
PLC_0013986,TN_002087,1,1st Place (Champion),TM_00152,148997.36,45.0,1
PLC_0013987,TN_002087,2,2nd Place,TM_00166,66221.05,20.0,0
PLC_0013988,TN_002087,3,3rd Place,TM_00073,39732.63,12.0,0
PLC_0013989,TN_002087,4,4th Place,TM_00118,26488.42,8.0,0
PLC_0013990,TN_002087,5,5th Place,TM_00129,16555.26,5.0,0
PLC_0013991,TN_002088,1,1st Place (Champion),TM_00017,26507.5,45.0,1
PLC_0013992,TN_002088,2,2nd Place,TM_00073,11781.11,20.0,0
PLC_0013993,TN_002088,3,3rd Place,TM_00169,7068.67,12.0,0
PLC_0013994,TN_002088,4,4th Place,TM_00030,4712.44,8.0,0
PLC_0013995,TN_002088,5,5th Place,TM_00016,2945.28,5.0,0
PLC_0013996,TN_002088,6,6th Place,TM_00134,2356.22,4.0,0
