Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio,Prize_Pool_Raw
TN_002266,Dota 2 Tier Championship 2019,G_02,2019,4,2019-04-17,2019-05-02,15,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Germany,Cologne,DEU,306156.52,1,1020451.0,286412,21480.9,75,TM_00029,0.3,"$306,156.52"
TN_002267,Arena of Valor Tier Championship 2023,G_06,2023,5,2023-05-22,2023-06-17,26,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,South Korea,Seoul,KOR,330134.18,0,1855336.0,622223,97066.79,156,TM_00011,0.1779,"$330,134.18"
TN_002268,Apex Legends Tier Championship 2025,G_12,2025,12,2025-12-14,2026-01-06,23,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,Indonesia,Jakarta,IDN,4191730.98,0,6563736.0,2654759,366356.74,138,TM_00152,0.6386,"$4,191,730.98"
TN_002269,Street Fighter 6 Tier Championship 2018,G_17,2018,7,2018-07-15,2018-08-09,25,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,France,Paris,FRA,1474740.1,0,1160690.0,378621,56793.15,150,TM_00154,1.2706,"$1,474,740.10"
TN_002270,Tekken 8 Tier Championship 2017,G_16,2017,8,2017-08-06,2017-08-30,24,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Vietnam,Hanoi,VNM,765386.0,0,993226.0,292247,42083.57,144,TM_00059,0.7706,"$765,386.00"
TN_002271,Mobile Legends: Bang Bang Tier Championship 2021,G_07,2021,4,2021-04-16,2021-04-24,8,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,104788.66,0,445344.0,131769,7379.06,56,TM_00175,0.2353,TBD / Postponed
TN_002272,Tekken 8 Tier Championship 2021,G_16,2021,7,2021-07-20,2021-07-30,10,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,68631.51,0,288466.0,97242,7779.36,80,TM_00160,0.2379,"$68,631.51"
TN_002273,PUBG Mobile Tier Championship 2025,G_05,2025,5,2025-05-17,2025-06-16,30,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Saudi Arabia,Riyadh,SAU,870120.56,0,917772.0,269549,64691.76,240,TM_00024,0.9481,"$870,120.56"
TN_002274,PUBG Mobile Tier Championship 2023,G_05,2023,3,2023-03-06,2023-03-18,12,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Vietnam,Hanoi,VNM,55033.42,0,179486.0,80714,6779.98,84,TM_00048,0.3066,"$55,033.42"
TN_002275,Rainbow Six Siege Tier Championship 2022,G_09,2022,12,2022-12-12,2022-12-16,4,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,145825.4,0,268351.0,102105,2042.1,20,TM_00133,0.5434,"$145,825.40"
TN_002276,Apex Legends Tier Championship 2019,G_12,2019,5,2019-05-14,2019-05-27,13,Tier 4 (Regional / Qualifier),Online,PGL,Online,Online,GLB,21929.4,0,55208.0,20718,1885.34,91,TM_00085,0.3972,"$21,929.40"
TN_002277,PUBG Mobile Tier Championship 2014,G_05,2014,1,2014-01-14,2014-01-26,12,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,114243.46,0,194387.0,70926,6808.9,96,TM_00139,0.5877,TBD / Postponed
TN_002278,Street Fighter 6 Tier Championship 2014,G_17,2014,6,2014-06-13,2014-06-30,17,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,Singapore,Singapore,SGP,181787.07,0,853718.0,266566,27189.73,102,TM_00149,0.2129,"$181,787.07"
TN_002279,League of Legends Tier Championship 2023,G_01,2023,11,2023-11-02,2023-11-20,18,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Philippines,Manila,PHL,136974.98,0,1619795.0,706725,101768.4,144,TM_00072,0.0846,"$136,974.98"
TN_002280,Tekken 8 Tier Championship 2019,G_16,2019,7,2019-07-23,2019-07-28,5,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,United Kingdom,London,GBR,20286.4,0,104610.0,30080,902.4,30,TM_00162,0.1939,"$20,286.40"
TN_002281,StarCraft II Tier Championship 2021,G_13,2021,12,2021-12-11,2021-12-25,14,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,26295.2,0,40260.0,13128,918.96,70,TM_00025,0.6531,"$26,295.20"
TN_002282,Arena of Valor Tier Championship 2025,G_06,2025,10,2025-10-15,2025-11-06,22,Tier 1 (S-Tier / Premier),Offline (LAN),Tencent / Garena,Poland,Katowice,POL,3230491.48,0,6901931.0,3097548,477022.39,154,TM_00064,0.4681,"$3,230,491.48"
TN_002283,Dota 2 Tier Championship 2017,G_02,2017,3,2017-03-03,2017-03-15,12,Tier 4 (Regional / Qualifier),Offline (LAN),Valve,Germany,Cologne,DEU,22213.96,1,82218.0,24759,1485.54,60,TM_00005,0.2702,"$22,213.96"
TN_002284,Teamfight Tactics Tier Championship 2017,G_19,2017,5,2017-05-14,2017-05-28,14,Tier 1 (S-Tier / Premier),Offline (LAN),PGL,Thailand,Bangkok,THA,3362197.11,0,4586956.0,1371219,115182.4,84,TM_00035,0.733,"$3,362,197.11"
TN_002285,Mobile Legends: Bang Bang Tier Championship 2012,G_07,2012,4,2012-04-10,2012-04-20,10,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,United Kingdom,London,GBR,146757.34,0,132243.0,52788,2639.4,50,TM_00122,1.1098,"$146,757.34"
TN_002286,Teamfight Tactics Tier Championship 2023,G_19,2023,5,2023-05-12,2023-06-13,32,Tier 2 (A-Tier / Major),Offline (LAN),Garena,United Kingdom,London,GBR,191568.48,0,1127701.0,369077,70862.78,192,TM_00099,0.1699,"$191,568.48"
TN_002287,Teamfight Tactics Tier Championship 2025,G_19,2025,6,2025-06-04,2025-07-08,34,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Vietnam,Ho Chi Minh City,VNM,852432.78,0,833676.0,329579,89645.49,272,TM_00153,1.0225,"$852,432.78"
TN_002288,Counter-Strike 2 Tier Championship 2018,G_03,2018,1,2018-01-07,2018-01-20,13,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,France,Paris,FRA,60407.87,0,179263.0,52039,4059.04,78,TM_00032,0.337,TBD / Postponed
TN_002289,PUBG: Battlegrounds Tier Championship 2016,G_18,2016,2,2016-02-10,2016-03-12,31,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Saudi Arabia,Riyadh,SAU,797124.69,0,872890.0,391147,72753.34,186,TM_00045,0.9132,"$797,124.69"
TN_002290,Rocket League Tier Championship 2018,G_10,2018,4,2018-04-15,2018-04-30,15,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Germany,Cologne,DEU,168048.34,0,1067655.0,382855,40199.78,105,TM_00050,0.1574,"$168,048.34"
TN_002291,Rocket League Tier Championship 2016,G_10,2016,6,2016-06-03,2016-06-13,10,Tier 4 (Regional / Qualifier),Offline (LAN),Psyonix,Indonesia,Jakarta,IDN,5666.01,0,70460.0,21067,1685.36,80,TM_00118,0.0804,"$5,666.01"
TN_002292,Mobile Legends: Bang Bang Tier Championship 2018,G_07,2018,12,2018-12-15,2019-01-10,26,Tier 2 (A-Tier / Major),Offline (LAN),PGL,South Korea,,KOR,710173.99,0,,292405,60820.24,208,TM_00168,0.99,"$710,173.99"
TN_002293,Free Fire Tier Championship 2023,G_14,2023,11,2023-11-08,2023-11-21,13,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,13532.84,0,117682.0,45393,3540.65,78,TM_00126,0.115,
TN_002294,PUBG: Battlegrounds Tier Championship 2024,G_18,2024,9,2024-09-14,2024-09-28,14,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,Poland,Katowice,POL,4748738.73,0,5899539.0,1993011,139510.77,70,TM_00163,0.8049,"$4,748,738.73"
TN_002295,StarCraft II Tier Championship 2022,G_13,2022,3,2022-03-26,2022-03-31,5,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,48287.56,0,197461.0,85499,2137.47,25,TM_00155,0.2445,"$48,287.56"
TN_002296,StarCraft II Tier Championship 2019,G_13,2019,12,2019-12-22,2020-01-21,30,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Ho Chi Minh City,VNM,318141.72,0,1327780.0,499527,104900.67,210,TM_00025,0.2396,"$318,141.72"
TN_002297,Counter-Strike 2 Tier Championship 2025,G_03,2025,3,2025-03-13,2025-03-20,7,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,15505.73,0,109941.0,38241,1606.12,42,TM_00075,0.141,"$15,505.73"
TN_002298,Mobile Legends: Bang Bang Tier Championship 2017,G_07,2017,4,2017-04-25,2017-05-22,27,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Poland,Katowice,POL,598751.52,0,496653.0,159933,34545.53,216,TM_00168,1.2056,"$598,751.52"
TN_002299,Mobile Legends: Bang Bang Tier Championship 2013,G_07,2013,11,2013-11-19,2013-12-03,14,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,210878.81,0,480879.0,169620,14248.08,84,TM_00175,0.4385,"$210,878.81"
TN_002300,Mobile Legends: Bang Bang Tier Championship 2019,G_07,2019,12,2019-12-18,2019-12-28,10,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,29350.42,0,83342.0,23661,1183.05,50,TM_00175,0.3522,
TN_002301,Free Fire Tier Championship 2016,G_14,2016,12,2016-12-07,2016-12-10,3,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,Indonesia,Jakarta,IDN,22973.11,0,82307.0,36031,756.65,21,TM_00148,0.2791,"$22,973.11"
TN_002302,Street Fighter 6 Tier Championship 2018,G_17,2018,11,2018-11-22,2018-11-29,7,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,46812.25,0,117041.0,39968,1958.43,49,TM_00149,0.4,"$46,812.25"
TN_002303,League of Legends Tier Championship 2012,G_01,2012,7,2012-07-20,2012-07-23,3,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Germany,Cologne,DEU,21750.52,0,24815.0,7834,164.51,21,TM_00008,0.8765,"$21,750.52"
TN_002304,Counter-Strike 2 Tier Championship 2024,G_03,2024,7,2024-07-09,2024-07-26,17,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,China,Shanghai,CHN,3714528.49,0,7536124.0,2958480,301764.96,102,TM_00006,0.4929,"$3,714,528.49"
TN_002305,PUBG Mobile Tier Championship 2024,G_05,2024,3,2024-03-09,2024-03-21,12,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,97184.22,0,290544.0,99762,5985.72,60,TM_00048,0.3345,"$97,184.22"
TN_002306,Rainbow Six Siege Tier Championship 2022,G_09,2022,10,2022-10-07,2022-10-15,8,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,13106.7,0,173442.0,73954,2958.16,40,TM_00133,0.0756,"$13,106.70"
TN_002307,CrossFire Tier Championship 2025,G_20,2025,11,2025-11-28,2025-12-02,4,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,South Korea,Seoul,KOR,82482.86,0,501300.0,200438,5612.26,28,TM_00021,0.1645,"$82,482.86"
TN_002308,Mobile Legends: Bang Bang Tier Championship 2024,G_07,2024,5,2024-05-13,2024-06-11,29,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,United States,Seattle,USA,384652.04,0,1971096.0,659185,95581.82,145,TM_00015,0.1951,"$384,652.04"
TN_002309,Teamfight Tactics Tier Championship 2019,G_19,2019,9,2019-09-02,2019-09-08,6,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,8753.39,0,38614.0,15440,463.2,30,TM_00121,0.2267,"$8,753.39"
TN_002310,VALORANT Tier Championship 2014,G_04,2014,5,2014-05-09,2014-05-24,15,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,United States,Los Angeles,USA,496560.32,0,951997.0,337861,25339.58,75,TM_00143,0.5216,"$496,560.32"
TN_002311,StarCraft II Tier Championship 2018,G_13,2018,5,2018-05-08,2018-05-12,4,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,107976.03,0,291165.0,118719,3324.13,28,TM_00132,0.3708,"$107,976.03"
TN_002312,Arena of Valor Tier Championship 2017,G_06,2017,7,2017-07-13,2017-07-24,11,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,33071.34,0,247379.0,84696,6521.59,77,TM_00011,0.1337,"$33,071.34"
TN_002313,Street Fighter 6 Tier Championship 2020,G_17,2020,2,2020-02-22,2020-03-17,24,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,Poland,Katowice,POL,230970.02,0,1247896.0,474986,68397.98,144,TM_00041,0.1851,"$230,970.02"
TN_002314,Rainbow Six Siege Tier Championship 2024,G_09,2024,9,2024-09-21,2024-10-13,22,Tier 1 (S-Tier / Premier),Offline (LAN),Ubisoft,United States,Seattle,USA,1794341.97,0,6932017.0,2148985,283666.02,132,TM_00057,0.2588,"$1,794,341.97"
TN_002315,Overwatch 2 Tier Championship 2018,G_11,2018,8,2018-08-10,2018-08-18,8,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,Saudi Arabia,Riyadh,SAU,226567.66,0,193765.0,79010,3160.4,40,TM_00147,1.1693,"$226,567.66"
TN_002316,Apex Legends Tier Championship 2026,G_12,2026,4,2026-04-02,2026-04-06,4,Tier 4 (Regional / Qualifier),Offline (LAN),EA / Respawn,South Korea,Seoul,KOR,22000.44,0,184114.0,60567,1938.14,32,TM_00085,0.1195,"$22,000.44"
TN_002317,Rocket League Tier Championship 2017,G_10,2017,9,2017-09-11,2017-10-04,23,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Indonesia,,IDN,4875360.82,0,5389965.0,2221254,408710.74,184,TM_00141,0.9045,TBD / Postponed
TN_002318,Counter-Strike 2 Tier Championship 2021,G_03,2021,2,2021-02-16,2021-03-19,31,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Saudi Arabia,Riyadh,SAU,188353.71,0,1456447.0,629853,136678.1,217,TM_00102,0.1293,"$188,353.71"
TN_002319,Mobile Legends: Bang Bang Tier Championship 2016,G_07,2016,1,2016-01-03,2016-01-21,18,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,China,,CHN,110711.88,0,,339288,48857.47,144,TM_00013,0.0961,"$110,711.88"
TN_002320,Dota 2 Tier Championship 2018,G_02,2018,11,2018-11-04,2018-11-16,12,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,9287.37,1,73356.0,26585,1914.12,72,TM_00161,0.1266,"$9,287.37"
TN_002321,Dota 2 Tier Championship 2018,G_02,2018,8,2018-08-23,2018-09-19,27,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,United States,Seattle,USA,9645804.41,1,4771234.0,1575059,212632.96,135,TM_00003,2.0217,"$9,645,804.41"
TN_002322,Call of Duty: Warzone Tier Championship 2024,G_15,2024,2,2024-02-12,2024-03-10,27,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Indonesia,,IDN,4172180.93,0,6523144.0,2446132,528364.51,216,TM_00164,0.6396,"$4,172,180.93"
TN_002323,League of Legends Tier Championship 2017,G_01,2017,2,2017-02-03,2017-02-15,12,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,229952.06,0,65615.0,22135,2124.96,96,TM_00018,3.5046,"$229,952.06"
TN_002324,PUBG: Battlegrounds Tier Championship 2024,G_18,2024,7,2024-07-15,2024-07-23,8,Tier 4 (Regional / Qualifier),Online,Krafton,Online,Online,GLB,15631.14,0,79300.0,26423,1268.3,48,TM_00077,0.1971,"$15,631.14"
TN_002325,StarCraft II Tier Championship 2020,G_13,2020,11,2020-11-07,2020-12-04,27,Tier 1 (S-Tier / Premier),Offline (LAN),Blizzard,Germany,Berlin,DEU,2132310.15,0,4824590.0,1427842,192758.67,135,TM_00155,0.442,"$2,132,310.15"
TN_002326,Mobile Legends: Bang Bang Tier Championship 2023,G_07,2023,8,2023-08-28,2023-09-11,14,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,China,Shanghai,CHN,109779.35,0,262416.0,97217,9527.27,98,TM_00122,0.4183,"$109,779.35"
TN_002327,Call of Duty: Warzone Tier Championship 2023,G_15,2023,1,2023-01-11,2023-01-22,11,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,67181.39,0,280860.0,82568,6357.74,77,TM_00067,0.2392,"$67,181.39"
TN_002328,Apex Legends Tier Championship 2015,G_12,2015,4,2015-04-09,2015-05-13,34,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,Thailand,Bangkok,THA,6177643.1,0,2111096.0,668734,113684.78,170,TM_00145,2.9263,"$6,177,643.10"
TN_002329,Counter-Strike 2 Tier Championship 2024,G_03,2024,10,2024-10-12,2024-11-05,24,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Philippines,Manila,PHL,214933.91,0,1634779.0,521236,100077.31,192,TM_00039,0.1315,"$214,933.91"
TN_002330,Rocket League Tier Championship 2021,G_10,2021,12,2021-12-05,2021-12-16,11,Tier 4 (Regional / Qualifier),Online,Psyonix,Online,Online,GLB,61239.07,0,48079.0,21562,1660.27,77,TM_00141,1.2737,"$61,239.07"
TN_002331,Arena of Valor Tier Championship 2018,G_06,2018,4,2018-04-12,2018-04-18,6,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,31365.15,0,281561.0,91825,3305.7,36,TM_00130,0.1114,"$31,365.15"
TN_002332,PUBG: Battlegrounds Tier Championship 2012,G_18,2012,5,2012-05-06,2012-05-15,9,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,15278.32,0,46969.0,13794,744.88,54,TM_00119,0.3253,"$15,278.32"
TN_002333,Free Fire Tier Championship 2020,G_14,2020,2,2020-02-15,2020-02-23,8,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,United Kingdom,London,GBR,166482.07,0,193266.0,85123,3404.92,40,TM_00097,0.8614,"$166,482.07"
TN_002334,Rainbow Six Siege Tier Championship 2020,G_09,2020,2,2020-02-22,2020-03-01,8,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,27265.77,0,54635.0,20980,1174.88,56,TM_00084,0.4991,"$27,265.77"
TN_002335,PUBG Mobile Tier Championship 2013,G_05,2013,7,2013-07-14,2013-08-16,33,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,United Kingdom,London,GBR,3184805.68,0,2111650.0,706910,139968.18,198,TM_00139,1.5082,"$3,184,805.68"
TN_002336,Counter-Strike 2 Tier Championship 2021,G_03,2021,1,2021-01-27,2021-02-10,14,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Poland,Katowice,POL,345918.4,0,1519114.0,427219,41867.46,98,TM_00108,0.2277,"$345,918.40"
TN_002337,Street Fighter 6 Tier Championship 2023,G_17,2023,4,2023-04-06,2023-04-11,5,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,Saudi Arabia,Riyadh,SAU,34350.29,0,223310.0,85953,3438.12,40,TM_00151,0.1538,"$34,350.29"
TN_002338,Dota 2 Tier Championship 2017,G_02,2017,7,2017-07-19,2017-07-30,11,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,11633.01,1,69027.0,20496,1352.74,66,TM_00005,0.1685,"$11,633.01"
TN_002339,Apex Legends Tier Championship 2022,G_12,2022,5,2022-05-11,2022-05-15,4,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,119239.66,0,158236.0,47580,951.6,20,TM_00085,0.7536,"$119,239.66"
TN_002340,Rocket League Tier Championship 2026,G_10,2026,3,2026-03-11,2026-04-10,30,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Germany,Cologne,DEU,2482579.33,0,7272621.0,2444637,513373.77,210,TM_00100,0.3414,"$2,482,579.33"
TN_002341,Fortnite Tier Championship 2020,G_08,2020,5,2020-05-14,2020-05-20,6,Tier 3 (B-Tier / Minor),Offline (LAN),Epic Games,United States,Seattle,USA,182617.72,0,177795.0,54954,1648.62,30,TM_00055,1.0271,"$182,617.72"
TN_002342,Rainbow Six Siege Tier Championship 2018,G_09,2018,9,2018-09-15,2018-09-21,6,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,53058.0,0,286044.0,82877,2486.31,30,TM_00123,0.1855,
TN_002343,StarCraft II Tier Championship 2013,G_13,2013,9,2013-09-19,2013-10-07,18,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United Kingdom,,GBR,112629.3,0,653064.0,241658,21749.22,90,TM_00173,0.1725,"$112,629.30"
TN_002344,Fortnite Tier Championship 2024,G_08,2024,11,2024-11-15,2024-12-16,31,Tier 1 (S-Tier / Premier),Offline (LAN),PGL,France,Paris,FRA,514561.68,0,7145688.0,2617548,649151.9,248,TM_00037,0.072,"$514,561.68"
TN_002345,Counter-Strike 2 Tier Championship 2018,G_03,2018,8,2018-08-16,2018-09-02,17,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Saudi Arabia,Riyadh,SAU,595336.73,0,4600191.0,1376822,117029.87,85,TM_00108,0.1294,"$595,336.73"
TN_002346,Tekken 8 Tier Championship 2018,G_16,2018,9,2018-09-10,2018-09-15,5,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,143507.81,0,335801.0,147262,5154.17,35,TM_00160,0.4274,"$143,507.81"
TN_002347,Overwatch 2 Tier Championship 2021,G_11,2021,3,2021-03-23,2021-04-26,34,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United Kingdom,London,GBR,195008.07,0,1557100.0,553071,150435.31,272,TM_00172,0.1252,"$195,008.07"
TN_002348,Rainbow Six Siege Tier Championship 2016,G_09,2016,4,2016-04-01,2016-04-15,14,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,China,Shanghai,CHN,212374.94,0,776536.0,294734,33010.21,112,TM_00123,0.2735,"$212,374.94"
TN_002349,Counter-Strike 2 Tier Championship 2021,G_03,2021,2,2021-02-05,2021-02-20,15,Tier 2 (A-Tier / Major),Offline (LAN),Valve,United States,Los Angeles,USA,241692.36,0,1060432.0,361074,32496.66,90,TM_00144,0.2279,
TN_002350,League of Legends Tier Championship 2019,G_01,2019,12,2019-12-28,2020-01-04,7,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,59865.76,0,302132.0,112384,4720.13,42,TM_00002,0.1981,"$59,865.76"
TN_002351,CrossFire Tier Championship 2017,G_20,2017,5,2017-05-22,2017-06-20,29,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Vietnam,Ho Chi Minh City,VNM,11900093.94,0,2589318.0,1111318,193369.33,174,TM_00120,4.5958,"$11,900,093.94"
TN_002352,Tekken 8 Tier Championship 2023,G_16,2023,11,2023-11-02,2023-11-10,8,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,40440.13,0,355855.0,150613,9639.23,64,TM_00094,0.1136,"$40,440.13"
TN_002353,PUBG: Battlegrounds Tier Championship 2018,G_18,2018,8,2018-08-04,2018-08-08,4,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Philippines,Manila,PHL,13886.49,0,39470.0,11423,365.54,32,TM_00174,0.3518,TBD / Postponed
TN_002354,Mobile Legends: Bang Bang Tier Championship 2016,G_07,2016,2,2016-02-13,2016-02-27,14,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Thailand,Bangkok,THA,9400.83,0,89883.0,31284,3503.81,112,TM_00014,0.1046,"$9,400.83"
TN_002355,StarCraft II Tier Championship 2019,G_13,2019,6,2019-06-25,2019-07-04,9,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,119145.78,0,334238.0,123933,8923.18,72,TM_00132,0.3565,"$119,145.78"
TN_002356,PUBG Mobile Tier Championship 2021,G_05,2021,7,2021-07-10,2021-08-12,33,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,China,Shanghai,CHN,905449.19,0,4122726.0,1766250,466290.0,264,TM_00048,0.2196,"$905,449.19"
TN_002357,Rocket League Tier Championship 2024,G_10,2024,9,2024-09-28,2024-10-04,6,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,France,Paris,FRA,9279.44,0,106610.0,47635,2000.67,42,TM_00028,0.087,"$9,279.44"
TN_002358,PUBG Mobile Tier Championship 2017,G_05,2017,1,2017-01-01,2017-01-06,5,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Thailand,Bangkok,THA,294074.94,0,172663.0,56060,1681.8,30,TM_00139,1.7032,"$294,074.94"
TN_002359,CrossFire Tier Championship 2012,G_20,2012,5,2012-05-05,2012-06-09,35,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Indonesia,Jakarta,IDN,1698414.05,0,1692425.0,654658,160391.21,245,TM_00021,1.0035,"$1,698,414.05"
TN_002360,Tekken 8 Tier Championship 2012,G_16,2012,4,2012-04-25,2012-05-05,10,Tier 4 (Regional / Qualifier),Online,Bandai Namco,Online,Online,GLB,9024.16,0,60325.0,22624,1357.44,60,TM_00160,0.1496,"$9,024.16"
TN_002361,VALORANT Tier Championship 2025,G_04,2025,12,2025-12-06,2025-12-11,5,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,12861.34,0,112481.0,49548,1238.7,25,TM_00086,0.1143,"$12,861.34"
TN_002362,Dota 2 Tier Championship 2014,G_02,2014,5,2014-05-08,2014-06-05,28,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,South Korea,Seoul,KOR,142275.98,1,704074.0,295013,57822.55,196,TM_00029,0.2021,TBD / Postponed
TN_002363,PUBG: Battlegrounds Tier Championship 2025,G_18,2025,12,2025-12-10,2025-12-20,10,Tier 4 (Regional / Qualifier),Online,Krafton,Online,Online,GLB,16125.64,0,2000.0,592,35.52,60,TM_00095,8.0628,"$16,125.64"
TN_002364,Counter-Strike 2 Tier Championship 2022,G_03,2022,7,2022-07-02,2022-07-06,4,Tier 3 (B-Tier / Minor),Online,Valve,Online,Online,GLB,194179.38,0,230470.0,99634,2789.75,28,TM_00078,0.8425,"$194,179.38"
TN_002365,Street Fighter 6 Tier Championship 2017,G_17,2017,8,2017-08-26,2017-08-30,4,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,United States,,USA,25558.27,0,68915.0,23397,467.94,20,TM_00151,0.3709,"$25,558.27"
TN_002366,Teamfight Tactics Tier Championship 2015,G_19,2015,12,2015-12-23,2016-01-07,15,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,United States,Seattle,USA,3174691.73,0,3636065.0,1087493,130499.16,120,TM_00052,0.8731,"$3,174,691.73"
TN_002367,League of Legends Tier Championship 2020,G_01,2020,12,2020-12-27,2021-01-23,27,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Germany,Cologne,DEU,635940.88,0,342438.0,117809,15904.22,135,TM_00007,1.8571,"$635,940.88"
TN_002368,VALORANT Tier Championship 2014,G_04,2014,1,2014-01-17,2014-01-20,3,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,244227.27,0,177974.0,71153,1707.67,24,TM_00042,1.3723,"$244,227.27"
